method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
mvo_gamma_1.0,2015,2015-01-02,257,2.5285410393249292,1.0,0.0015,2.527041039324929,0.1318997108790032
mvo_gamma_1.0,2016,2016-01-04,258,0.031180858544475942,0.9449321080295009,0.0014173981620442513,0.029763460382431692,0.13939289494698648
mvo_gamma_1.0,2017,2017-01-02,260,3.2339816514661557,1.9999999957493495,0.0029999999936240244,3.230981651472532,0.09869747716374477
mvo_gamma_1.0,2018,2018-01-02,262,1.2755082062995222,0.21668680610035324,0.00032503020915052987,1.2751831760903718,0.06393224883871174
mvo_gamma_1.0,2019,2019-01-02,266,-0.1424960101246423,1.999999999135457,0.0029999999987031854,-0.14549601012334548,0.05933780936875266
mvo_gamma_1.0,2020,2020-01-02,268,0.23191762982883657,1.9999999990313813,0.002999999998547072,0.2289176298302895,0.0274025853352573
mvo_gamma_1.0,2021,2021-01-04,273,-0.31776677867721415,1.9999999966349502,0.0029999999949524253,-0.3207667786721666,0.04415820920482849
mvo_gamma_1.0,2022,2022-01-03,297,0.018370852092865597,1.9999999993524153,0.002999999999028623,0.015370852093836974,0.12294915546054375
mvo_gamma_1.0,2023,2023-01-02,332,0.2228226147078627,1.999999999550015,0.0029999999993250226,0.21982261470853767,0.1293265758525719
mvo_gamma_1.0,2024,2024-01-02,333,0.3653933700507095,1.9999999968177113,0.002999999995226567,0.36239337005548294,0.10777090353467478
mvo_gamma_1.0,2025,2025-01-02,325,-0.9149837748616398,1.9999999977174283,0.0029999999965761425,-0.917983774858216,0.14209253474057149
