method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
momentum_all,2015,2015-01-02,257,-0.0858369927698811,0.9999999999999999,0.0014999999999999998,-0.0873369927698811,0.1318997108790032
momentum_all,2016,2016-01-04,258,0.4668142288151347,0.4240682204243625,0.0006361023306365438,0.46617812648449813,0.13939289494698648
momentum_all,2017,2017-01-02,260,0.5271217750309487,0.5963246713909458,0.0008944870070864187,0.5262272880238623,0.09869747716374477
momentum_all,2018,2018-01-02,262,0.24882916651242293,0.5230141596182891,0.0007845212394274337,0.2480446452729955,0.06393224883871174
momentum_all,2019,2019-01-02,266,0.6412979659697906,0.5149354447975811,0.0007724031671963717,0.6405255628025942,0.05933780936875266
momentum_all,2020,2020-01-02,268,0.27002246860477963,0.5190549162678105,0.0007785823744017158,0.2692438862303779,0.0274025853352573
momentum_all,2021,2021-01-04,273,0.17047190630553244,0.5619536172923735,0.0008429304259385602,0.16962897587959389,0.04415820920482849
momentum_all,2022,2022-01-03,297,-0.034485819421307684,0.5010253607089264,0.0007515380410633897,-0.035237357462371076,0.12294915546054375
momentum_all,2023,2023-01-02,332,0.3366495208980478,0.5235298118049179,0.0007852947177073768,0.3358642261803404,0.1293265758525719
momentum_all,2024,2024-01-02,333,-0.10957137421356722,0.5154299470096873,0.0007731449205145309,-0.11034451913408175,0.10777090353467478
momentum_all,2025,2025-01-02,325,0.2680320508853591,0.43586363321116284,0.0006537954498167443,0.26737825543554233,0.14209253474057149
