method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
mvo_gamma_0.25,2015,2015-01-02,257,0.3857956649657952,1.0,0.0015,0.3842956649657952,0.1318997108790032
mvo_gamma_0.25,2016,2016-01-04,258,-0.19936287916672035,1.9881039945093675,0.0029821559917640513,-0.2023450351584844,0.13939289494698648
mvo_gamma_0.25,2017,2017-01-02,260,1.5354454304341836,1.9999999989827897,0.0029999999984741846,1.5324454304357094,0.09869747716374477
mvo_gamma_0.25,2018,2018-01-02,262,1.289650860501601,0.36779968729298146,0.0005516995309394722,1.2890991609706617,0.06393224883871174
mvo_gamma_0.25,2019,2019-01-02,266,-0.3210556204825705,1.9999999988769726,0.002999999998315459,-0.324055620480886,0.05933780936875266
mvo_gamma_0.25,2020,2020-01-02,268,-0.02469395399290497,1.9999999974444673,0.002999999996166701,-0.027693953989071672,0.0274025853352573
mvo_gamma_0.25,2021,2021-01-04,273,-0.49828444029270647,1.999999998543624,0.0029999999978154363,-0.5012844402905219,0.04415820920482849
mvo_gamma_0.25,2022,2022-01-03,297,-0.026768899554799552,1.999999998260519,0.0029999999973907786,-0.02976889955219033,0.12294915546054375
mvo_gamma_0.25,2023,2023-01-02,332,-0.06666666560012746,1.99999999818214,0.00299999999727321,-0.06966666559740067,0.1293265758525719
mvo_gamma_0.25,2024,2024-01-02,333,0.43424091930318753,1.9999999972659372,0.002999999995898906,0.43124091930728864,0.10777090353467478
mvo_gamma_0.25,2025,2025-01-02,325,-0.8782194883033141,1.999999997751044,0.002999999996626566,-0.8812194882999407,0.14209253474057149
