method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
mvo_gamma_5.0,2015,2015-01-02,257,0.559110452962924,1.0,0.0015,0.5576104529629241,0.1318997108790032
mvo_gamma_5.0,2016,2016-01-04,258,0.782727451170955,1.4796535681680598,0.0022194803522520897,0.7805079708187029,0.13939289494698648
mvo_gamma_5.0,2017,2017-01-02,260,1.1878126217996376,1.5133225250347149,0.0022699837875520723,1.1855426380120855,0.09869747716374477
mvo_gamma_5.0,2018,2018-01-02,262,0.8277166039888675,1.2867678135032066,0.00193015172025481,0.8257864522686127,0.06393224883871174
mvo_gamma_5.0,2019,2019-01-02,266,0.135750392395938,1.8822831369854187,0.0028234247054781283,0.13292696769045986,0.05933780936875266
mvo_gamma_5.0,2020,2020-01-02,268,0.2413196522954173,1.997596598354152,0.002996394897531228,0.23832325739788607,0.0274025853352573
mvo_gamma_5.0,2021,2021-01-04,273,0.29140248542652825,1.8465036029527493,0.002769755404429124,0.2886327300220991,0.04415820920482849
mvo_gamma_5.0,2022,2022-01-03,297,0.012594338153522733,1.9999979687201157,0.002999996953080174,0.00959434120044256,0.12294915546054375
mvo_gamma_5.0,2023,2023-01-02,332,0.25735620028828166,1.9999999983373569,0.0029999999975060354,0.2543562002907756,0.1293265758525719
mvo_gamma_5.0,2024,2024-01-02,333,0.14397099771726918,1.999999979393765,0.0029999999690906477,0.14097099774817853,0.10777090353467478
mvo_gamma_5.0,2025,2025-01-02,325,-0.5591264771615745,1.88570139841737,0.002828552097626055,-0.5619550292592005,0.14209253474057149
