method,decision_year,decision_date,eligible_assets,gross_return,turnover,cost_rate,net_return,cdi_return
mvo_gamma_10.0,2015,2015-01-02,257,0.24883970149137014,1.0,0.012,0.23683970149137012,0.1318997108790032
mvo_gamma_10.0,2016,2016-01-04,258,0.7423384144002869,1.7158386314209615,0.020590063577051537,0.7217483508232354,0.13939289494698648
mvo_gamma_10.0,2017,2017-01-02,260,0.8781183242099004,1.5365853268532779,0.018439023922239336,0.8596793002876612,0.09869747716374477
mvo_gamma_10.0,2018,2018-01-02,262,0.6553301267465301,1.5170071764127988,0.018204086116953587,0.6371260406295766,0.06393224883871174
mvo_gamma_10.0,2019,2019-01-02,266,0.20888590577857724,1.8290099703678406,0.021948119644414087,0.18693778613416315,0.05933780936875266
mvo_gamma_10.0,2020,2020-01-02,268,0.3140751887711364,1.9999999873242549,0.02399999984789106,0.2900751889232453,0.0274025853352573
mvo_gamma_10.0,2021,2021-01-04,273,0.5304314632618696,1.7003072056469113,0.020403686467762937,0.5100277767941067,0.04415820920482849
mvo_gamma_10.0,2022,2022-01-03,297,0.013642430386354265,1.9119840392334475,0.02294380847080137,-0.009301378084447105,0.12294915546054375
mvo_gamma_10.0,2023,2023-01-02,332,0.21059738843133946,1.9999999986169832,0.0239999999834038,0.18659738844793566,0.1293265758525719
mvo_gamma_10.0,2024,2024-01-02,333,0.1505271691091583,1.9999999996625923,0.023999999995951107,0.12652716911320722,0.10777090353467478
mvo_gamma_10.0,2025,2025-01-02,325,-0.30593726884448813,1.9030283740520528,0.022836340488624634,-0.3287736093331128,0.14209253474057149
