date,portfolio_value_brl,cdi_value_brl,ibovespa_value_brl,notes,portfolio_value_brl_return,cdi_value_brl_return,ibovespa_value_brl_return,portfolio_drawdown
2026-08-12,100000,100000,100000,Pilot baseline; no investment order has been entered,0.0,0.0,0.0,0.0
