decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,mvo_turnover,mvo_equity_gain_rate,mvo_cash_weight,equity_gain_rate,cash_weight,cdi_net_return,eligible_universe_size,priced_universe_size,benchmark_IBOVESPA,benchmark_BOVA11,realised_share_for_tax,tax_rate,net_return_after_tax,mvo_realised_share_for_tax,mvo_tax_rate,mvo_net_return_after_tax,cdi_net_return_after_tax
2013,2013-01-02,2014-01-02,0.03623429047771709,457.57443526283913,0.00045757443526283915,0.03577671604245425,1000000.0,1035776.7160424542,0.44999999999999996,AMBV3.SA:6.67% | BBDC3.SA:6.00% | BISA3.SA:1.92% | BRAP4.SA:3.80% | CIEL3.SA:7.33% | CMIG4.SA:7.33% | EQTL3.SA:4.43% | EZTC3.SA:3.36% | ITSA4.SA:4.48% | KLBN4.SA:3.39% | SBSP3.SA:2.24% | VALE3.SA:4.06% | TITULO_CDI:45.00%,109,triple_factor,0.55,-0.06310991756749043,3.557354016454995e-12,-0.062184456932928844,3.557354016454995e-12,0.00025235576753468436,0.44999999999999996,0.07995985491151636,37,109,-0.17654676258992807,-0.18002282841339912,0.22027848783680282,0.0013953963613256844,0.034381319681128564,0.7850872111199103,3.908004326903484e-14,-0.06310991756752951,0.065966880302001
2015,2015-01-02,2016-01-04,-0.006194336491708308,315.21669385329307,0.0005613273834790261,-0.0067556638751873335,1035776.7160424542,1028779.3566991261,0.44055697567360563,ABEV3.SA:3.18% | BBDC4.SA:5.47% | BBSE3.SA:6.12% | CIEL3.SA:7.33% | CMIG4.SA:7.33% | EQTL3.SA:2.70% | ITSA4.SA:5.78% | ITUB4.SA:6.45% | LREN3.SA:2.10% | MRVE3.SA:2.19% | PSSA3.SA:4.49% | TOTS3.SA:1.87% | TITULO_CDI:45.00%,162,triple_factor,0.55,0.1879796740971886,1.5701744222398206,0.1896007393493746,1.6610829833765114e-10,-0.06528195575065343,0.44999999999999996,0.1313058205754336,39,162,-0.10640666226912932,-0.1085484010921044,0.2767162169765166,0.00286133793250971,-0.009617001807697043,0.7310282907218616,0.020790525663716454,0.16718914843347216,0.10832730197473273
2016,2016-01-04,2017-01-02,0.37413718721135303,339.4182297876938,0.0005318001443089007,0.3736053870670441,1028779.3566991261,1413136.8664652877,0.5534324339530332,ABEV3.SA:2.01% | BBAS3.SA:4.17% | BBDC3.SA:1.59% | BRSR6.SA:7.33% | CMIG4.SA:7.33% | ENBR3.SA:5.07% | EQTL3.SA:4.33% | ITSA4.SA:4.04% | ITUB4.SA:4.42% | LREN3.SA:4.51% | RADL3.SA:2.88% | SMLE3.SA:7.33% | TITULO_CDI:45.00%,175,triple_factor,0.55,0.3552420422574226,1.4620565814437232,0.2824873795443933,0.5298686494500003,0.31167029744236063,0.44999999999999996,0.13881531059776075,33,175,0.4291782349730666,0.41703172361765506,0.3623801988503681,0.020902905343246406,0.3527024817237977,0.9999999971301236,0.055245035974260684,0.29999700628316195,0.11452263124315262
2017,2017-01-02,2018-01-02,0.193468398921826,477.9952633242377,0.0005788279790727111,0.19288957094275327,1413136.8664652877,1685716.2303211638,0.7247603977007362,BBAS3.SA:2.42% | BBDC4.SA:3.56% | CMIG4.SA:7.33% | CPLE6.SA:6.74% | CVCB3.SA:3.04% | ELET3.SA:6.83% | ENBR3.SA:1.76% | ITSA4.SA:3.00% | ITUB4.SA:3.60% | SAPR4.SA:7.33% | SMLE3.SA:7.33% | SUZB5.SA:2.06% | TITULO_CDI:45.00%,183,triple_factor,0.55,0.2681918250299602,1.999999994260247,0.26961957701813843,1.5555452581305435e-10,0.1490545341981412,0.44999999999999996,0.09869747716374411,39,183,0.28214938998808514,0.28093004210729355,0.3714598105992061,0.011192309367520938,0.18169726157523233,0.945434665946991,0.03823615421217705,0.22995567081778315,0.08142541866008889
2018,2018-01-02,2019-01-02,0.2654676533810474,632.4945937697305,0.0007703564000421144,0.26469729698100525,1685716.2303211638,2131920.7599641858,0.7429196211984122,ABEV3.SA:2.07% | BBDC3.SA:1.84% | BBSE3.SA:4.55% | BRAP4.SA:2.08% | BRSR6.SA:4.07% | CPLE6.SA:7.33% | CVCB3.SA:6.74% | GOLL4.SA:7.33% | ITSA3.SA:5.42% | ITUB3.SA:2.84% | MGLU3.SA:7.33% | SAPR4.SA:3.40% | TITULO_CDI:45.00%,201,triple_factor,0.55,0.5765608129903187,1.890869331893982,0.5783704734819742,8.078296903860098e-12,0.23681598544427263,0.44999999999999996,0.06367037319283275,53,201,0.12833318355137302,0.12649800523329735,0.41053129104921754,0.016641476926869073,0.24805582005413618,0.5470312383706513,0.04745800745192887,0.5291028055383898,0.05252805788408702
2019,2019-01-02,2020-01-02,0.3054739832860345,828.3741508036535,0.0006805120188170926,0.3047934712672174,2131920.7599641858,2781716.288860314,0.8210625820984351,BBSE3.SA:2.15% | BRSR6.SA:7.33% | CMIG3.SA:3.60% | CPLE6.SA:4.59% | CSNA3.SA:7.03% | ELET3.SA:7.33% | IRBR3.SA:3.72% | ITUB4.SA:3.03% | MGLU3.SA:7.33% | QGEP3.SA:5.28% | SLCE3.SA:1.68% | TEND3.SA:1.93% | TITULO_CDI:45.00%,219,triple_factor,0.55,0.4434911941127039,1.0940624767413025,0.4450315708467648,5.9897026458949035e-12,0.27885341875836833,0.44999999999999996,0.059156810061480325,62,219,0.27416164901331697,0.265415260819831,0.49619992414214875,0.02306665315257078,0.2817268181146466,0.928082671033467,0.06195391334491031,0.3815372807677936,0.04880436830072127
2020,2020-01-02,2021-01-04,-0.0003431224136825062,1063.8635685521965,0.0008363644906194996,-0.0011794869043020057,2781716.288860314,2778435.29092612,0.9923998482842975,AZUL4.SA:7.33% | BBSE3.SA:7.33% | BPAN4.SA:4.05% | BRAP4.SA:2.62% | CMIG3.SA:6.09% | CSAN3.SA:1.72% | EQTL3.SA:6.28% | IRBR3.SA:4.02% | LIGT3.SA:4.57% | MRFG3.SA:7.33% | POSI3.SA:1.91% | TEND3.SA:1.74% | TITULO_CDI:45.00%,235,triple_factor,0.5499999999999999,-0.17344088847574968,1.856165342066934,-0.17161514457713067,7.396192562406299e-11,-0.012639756878920605,0.45000000000000007,0.027325854367195923,67,235,0.006181845782766704,0.0035889676976212925,0.26733488013000956,0.0005752808776342231,-0.0017547677819362288,0.9361734097784348,3.311130589157824e-13,-0.1734408884760808,0.022543829852936636
2021,2021-01-04,2022-01-03,0.06724434712808036,924.1220959332176,0.0005279048156747276,0.06671644231240563,2778435.29092612,2963802.608731944,0.5346697602600191,B3SA3.SA:1.80% | BBSE3.SA:7.33% | BEEF3.SA:4.63% | BMGB4.SA:3.04% | CMIG3.SA:3.07% | CSMG3.SA:5.67% | ELET3.SA:1.92% | EQTL3.SA:7.08% | JHSF3.SA:2.11% | MRFG3.SA:7.33% | TASA4.SA:7.33% | WEGE3.SA:3.69% | TITULO_CDI:45.00%,258,triple_factor,0.55,0.058779822053109866,1.8723468195568695,0.034151836380677314,0.5909730268365796,0.04753637181025061,0.44999999999999996,0.04379550070628846,72,258,-0.11585890450243763,-0.1164869288519651,0.4838347582527781,0.005118657952325949,0.06159778436007968,0.9222890443848136,0.00890204304582395,0.04987777900728592,0.03613128808268798
2022,2022-01-03,2023-01-02,0.0453084374931072,1543.9972609012684,0.000812765973946808,0.044495671519160396,2963802.608731944,3095678.9960577115,0.9676695165055562,BRAP4.SA:5.38% | CSNA3.SA:3.42% | ENAT3.SA:2.02% | FHER3.SA:7.33% | GGBR4.SA:1.70% | GOAU4.SA:7.33% | MRFG3.SA:0.90% | PETR4.SA:3.83% | TASA4.SA:6.70% | UNIP6.SA:7.33% | USIM5.SA:6.94% | VALE3.SA:2.12% | TITULO_CDI:45.00%,265,triple_factor,0.55,-0.03152224485948523,1.8445780887696273,-0.03035021041665642,3.504470799871206e-11,-0.01001868246413773,0.44999999999999996,0.12294915546054463,89,265,0.058784472970112134,0.06024213574183901,0.3151544242287404,0.0030514026610130042,0.04144426885814739,0.9470707159071894,7.141154881536835e-13,-0.03152224486019935,0.10143305325494932
2023,2023-01-02,2024-01-02,0.19899265300774682,1048.04256273662,0.0006117890061719491,0.19838086400157487,3095678.9960577115,3709802.4699671683,0.6303088484574808,BBSE3.SA:4.56% | BRAP4.SA:6.79% | CURY3.SA:5.90% | ENAT3.SA:1.42% | FESA4.SA:2.13% | KEPL3.SA:7.33% | PETR3.SA:2.72% | PRIO3.SA:3.52% | RECV3.SA:3.37% | TASA4.SA:2.59% | UNIP6.SA:7.33% | VIVA3.SA:7.33% | TITULO_CDI:45.00%,297,triple_factor,0.55,0.10982680721994335,1.8941414318143788,0.1117125874463275,7.675578413429917e-11,0.14079569387408997,0.44999999999999996,0.1293265758525708,89,297,0.2614217492667519,0.2704862406620203,0.3214039592656417,0.010061172308289025,0.18831969169328586,0.9999999988399033,0.016756888099246664,0.09306991912069669,0.1066944250783709
2024,2024-01-02,2025-01-02,0.00121556002215506,1286.7015190201157,0.0005324512852478017,0.0006831087369072583,3709802.4699671683,3712336.6684466028,0.6428079185312834,BBSE3.SA:6.81% | CEAB3.SA:1.91% | CMIN3.SA:7.29% | CURY3.SA:7.33% | KEPL3.SA:4.88% | LEVE3.SA:5.11% | PETR4.SA:2.11% | PLPL3.SA:5.46% | TEND3.SA:3.43% | UNIP6.SA:1.68% | VIVA3.SA:7.33% | WEGE3.SA:1.67% | TITULO_CDI:45.00%,311,triple_factor,0.55,0.029441846505732637,1.9999999976798066,0.03126565964378247,7.114299456219486e-11,-0.04728134656844929,0.44999999999999996,0.10777090353467633,89,311,-0.09355147441162948,-0.08923577472783695,0.20066984759089918,0.0017030766994791632,-0.0010199679625719049,0.9999999799615502,0.004689848853931818,0.02475199765180082,0.08891099541610797
2025,2025-01-02,2025-12-31,0.30936137852428325,675.0140654586398,0.0002994105127207915,0.30906196801156244,3712336.6684466028,4859678.745118197,0.40133969518179835,BBSE3.SA:7.33% | BRFS3.SA:1.89% | CMIN3.SA:5.04% | CURY3.SA:7.33% | EMBR3.SA:2.57% | LEVE3.SA:3.99% | PLPL3.SA:4.63% | RECV3.SA:2.15% | STBP3.SA:5.94% | VBBR3.SA:2.43% | VIVA3.SA:7.33% | WEGE3.SA:4.37% | TITULO_CDI:45.00%,303,triple_factor,0.5500000000000002,0.3051358312577836,1.9999999599231004,0.306940560257119,8.449954644771888e-11,0.24541973789102633,0.44999999999999984,0.14209253474057104,96,303,0.3413111342351718,0.3492741422615624,1.0,0.048002747794473916,0.2610592202170885,1.0,0.046041084040669034,0.25909474721711456,0.11722634116097111
