decision_year,decision_date,holding_end_exclusive,gross_return,estimated_cost_brl,estimated_cost_rate,net_return,opening_wealth_brl,closing_wealth_brl,turnover,weights_at_decision,known_snapshot_count,factor,target_equity_weight,mvo_eligible_net_return,cdi_net_return
2015,2015-01-02,2016-01-04,0.06427674536891637,207.72560174223378,0.00020772560174223378,0.06406901976717413,1000000.0,1064069.019767174,0.7500000000579129,BBDC4.SA:5.00% | BBSE3.SA:5.00% | ITSA4.SA:5.00% | ITUB3.SA:5.00% | ITUB4.SA:5.00% | TITULO_CDI:75.00%,137,low_volatility,0.24999999994208702,0.06315174836502725,0.1313058205754336
2016,2016-01-04,2017-01-02,0.2157999109352946,348.2818887486106,0.00032731137010719207,0.2154725995651874,1064069.019767174,1293346.7375731878,0.401145953253909,SANB3.SA:5.00% | SANB4.SA:5.00% | TITULO_CDI:90.00%,153,low_volatility,0.10000001284670385,0.2151981940933154,0.13881531059776075
2017,2017-01-02,2018-01-02,0.13579682750148558,476.129853723629,0.0003681378240587133,0.13542868967742688,1293346.7375731878,1468502.9915412995,0.39999999316204793,BBAS3.SA:5.00% | BBDC3.SA:5.00% | BBDC4.SA:5.00% | BRSR6.SA:5.00% | SANB3.SA:5.00% | TITULO_CDI:75.00%,155,low_volatility,0.2500000001720677,0.15321882152396923,0.09485614678200971
2018,2018-01-02,2019-01-02,0.059733295628058514,1204.7997206375005,0.0008204271476307832,0.05891286848042773,1468502.9915412995,1555016.7151450866,0.43729438298063683,BPAC3.SA:5.00% | BRSR3.SA:5.00% | ITSA4.SA:5.00% | PSSA3.SA:5.00% | QUAL3.SA:5.00% | TITULO_CDI:75.00%,170,low_volatility,0.2500000053070184,0.07187676741812327,0.06367037319283275
2019,2019-01-02,2020-01-02,0.09785945055323952,1056.8828785925728,0.0006796601401766689,0.09717979041306285,1555016.7151450866,1706132.9136116956,0.34999948881744536,BRSR6.SA:5.00% | IRBR3.SA:5.00% | ITSA3.SA:5.00% | PSSA3.SA:5.00% | SANB4.SA:5.00% | TITULO_CDI:75.00%,184,low_volatility,0.25000000254159677,0.09990696507195575,0.05915681006147966
2020,2020-01-02,2021-01-04,-0.019418645362876297,1220.2544051100156,0.0007152164965429752,-0.02013386185941927,1706132.9136116956,1671781.8692152293,0.44504350959056627,ABCB4.SA:5.00% | BBSE3.SA:5.00% | BPAC3.SA:5.00% | IRBR3.SA:5.00% | QUAL3.SA:5.00% | TITULO_CDI:75.00%,204,low_volatility,0.2500000000602378,-0.019444238350958584,0.027325854367195035
