year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.16065174669009058,0.16215174669009058,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.7068023615893144,0.7092020804467596,1.599812571630109,0.13939289494698648,258,0.7397646564531561
2017,0.9158545459578518,0.9183636629070968,1.6727446328300193,0.09869747716374477,260,0.8758134462196199
2018,0.7676445603527283,0.769928414435348,1.5225693884131188,0.06393224883871174,262,0.6530546159819116
2019,0.23828644291670795,0.24065056356992098,1.5760804354753644,0.05933780936875266,266,0.2061423908230255
2020,0.3199678457086814,0.32291531004431184,1.9649762237536121,0.0274025853352573,268,0.311075188790148
2021,0.40762139128032265,0.4103056670676053,1.7895171915217534,0.04415820920482849,273,0.5278810024533993
2022,0.01513366950551018,0.017990113825399945,1.9042962132598433,0.12294915546054375,297,0.010774454327504
2023,0.23130015816473906,0.23430015816261518,1.9999999985840704,0.1293265758525719,332,0.2075973884334144
2024,0.08150637225168642,0.08450637224110569,1.9999999929461785,0.10777090353467478,333,0.1475271691096646
2025,-0.27276397012353953,-0.269909816899074,1.9027688163103436,0.14209253474057149,325,-0.3087918114055668
