year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,1.2085076657928853,1.2100076657928853,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.6900070741426185,0.6918949658213842,1.2585944525104633,0.13939289494698648,258,0.7397646564531561
2017,2.0679612310968083,2.0706459742264456,1.7898287530915025,0.09869747716374477,260,0.8758134462196199
2018,1.052907408259706,1.0540199705254625,0.7417081771709477,0.06393224883871174,262,0.6530546159819116
2019,0.05330710321353012,0.056307103191398866,1.9999999852458314,0.05933780936875266,266,0.2061423908230255
2020,0.24175565184578712,0.24475565184281622,1.999999998019398,0.0274025853352573,268,0.311075188790148
2021,0.002734393787115254,0.005734393784431857,1.9999999982110688,0.04415820920482849,273,0.5278810024533993
2022,0.004892256109019973,0.007892256101111439,1.999999994727644,0.12294915546054375,297,0.010774454327504
2023,0.2552829488482892,0.25828294884641556,1.999999998750873,0.1293265758525719,332,0.2075973884334144
2024,0.276085881931362,0.2790858819304951,1.9999999994220592,0.10777090353467478,333,0.1475271691096646
2025,-0.8246925339941729,-0.8218317856250181,1.9071655794365134,0.14209253474057149,325,-0.3087918114055668
