year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.09697042000405959,0.09847042000405959,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6963467751360362,0.6988666592873998,1.6799227675757753,0.13939289494698648,258,0.7397646564531561
2017,0.9225316434598468,0.9250763714306398,1.6964853138619516,0.09869747716374477,260,0.8758134462196199
2018,0.7795896282111863,0.7818902994933159,1.5337808547530545,0.06393224883871174,262,0.6530546159819116
2019,0.23096266261080833,0.23333586339227397,1.5821338543104162,0.05933780936875266,266,0.2061423908230255
2020,0.3199326643198292,0.32288938108746623,1.9711445117580055,0.0274025853352573,268,0.311075188790148
2021,0.4019193861595069,0.40462258253281,1.8021309155354057,0.04415820920482849,273,0.5278810024533993
2022,0.017531629168196512,0.020403810629236352,1.9147876406932256,0.12294915546054375,297,0.010774454327504
2023,0.23222411317783107,0.23522411316559255,1.999999991840995,0.1293265758525719,332,0.2075973884334144
2024,0.08398316854384638,0.0869831685376703,1.9999999958826147,0.10777090353467478,333,0.1475271691096646
2025,-0.27403935193981227,-0.27118080816241075,1.905695851601028,0.14209253474057149,325,-0.3087918114055668
