year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.24733970149137013,0.24883970149137014,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7397646564531561,0.7423384144002876,1.7158386314209615,0.13939289494698648,258,0.7397646564531561
2017,0.8758134462196199,0.8781183242098998,1.5365853268532779,0.09869747716374477,260,0.8758134462196199
2018,0.6530546159819116,0.6553301267465308,1.5170071764127988,0.06393224883871174,262,0.6530546159819116
2019,0.2061423908230255,0.20888590577857724,1.8290099703678406,0.05933780936875266,266,0.2061423908230255
2020,0.311075188790148,0.3140751887711344,1.9999999873242549,0.0274025853352573,268,0.311075188790148
2021,0.5278810024533993,0.5304314632618696,1.7003072056469113,0.04415820920482849,273,0.5278810024533993
2022,0.010774454327504094,0.013642430386354265,1.9119840392334475,0.12294915546054375,297,0.010774454327504
2023,0.20759738843341444,0.2105973884313399,1.9999999986169832,0.1293265758525719,332,0.2075973884334144
2024,0.14752716910966465,0.15052716910915853,1.9999999996625923,0.10777090353467478,333,0.1475271691096646
2025,-0.3087918114055668,-0.3059372688444887,1.9030283740520528,0.14209253474057149,325,-0.3087918114055668
