year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.08937891506122636,0.09087891506122636,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.5570852447695511,0.5597062245922089,1.7473198817718385,0.13939289494698648,258,0.7397646564531561
2017,0.6301267505804663,0.6324856512246932,1.5726004294846239,0.09869747716374477,260,0.8758134462196199
2018,0.4622691018205097,0.46464221468644906,1.5820752439595758,0.06393224883871174,262,0.6530546159819116
2019,0.2758753274097106,0.27856773663783296,1.794939485414901,0.05933780936875266,266,0.2061423908230255
2020,0.23339544820690689,0.23639544817061564,1.9999999758058413,0.0274025853352573,268,0.311075188790148
2021,0.6195738083839012,0.6220239828594725,1.6334496503808211,0.04415820920482849,273,0.5278810024533993
2022,0.0013684942872827688,0.00381836068507746,1.6332442651964607,0.12294915546054375,297,0.010774454327504
2023,0.12198860163080387,0.12489625888413958,1.9384381688904755,0.1293265758525719,332,0.2075973884334144
2024,0.15959297007471443,0.16253178572560611,1.9592104339277985,0.10777090353467478,333,0.1475271691096646
2025,-0.0734537314766239,-0.0705757793379419,1.9186347591213342,0.14209253474057149,325,-0.3087918114055668
