year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.9033470012595962,0.9048470012595962,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.677667501513725,0.6798187574070838,1.434170595572518,0.13939289494698648,258,0.7397646564531561
2017,2.1738098237769945,2.1767013718179418,1.9276986939649448,0.09869747716374477,260,0.8758134462196199
2018,1.0472485880932023,1.0484379676647597,0.7929197143716572,0.06393224883871174,262,0.6530546159819116
2019,0.05633832382695346,0.059338323770117496,1.9999999621093554,0.05933780936875266,266,0.2061423908230255
2020,0.2573149236929266,0.2602995898612428,1.9897774455441513,0.0274025853352573,268,0.311075188790148
2021,-0.05396088342457226,-0.05096088343390903,1.9999999937754849,0.04415820920482849,273,0.5278810024533993
2022,0.01369325231608553,0.016672848420227204,1.9863974027611162,0.12294915546054375,297,0.010774454327504
2023,0.2587279522968807,0.261727952296388,1.9999999996715254,0.1293265758525719,332,0.2075973884334144
2024,0.18861399858135403,0.19161399858077455,1.9999999996136877,0.10777090353467478,333,0.1475271691096646
2025,-0.8207648763758912,-0.8179162807924379,1.8990637223021825,0.14209253474057149,325,-0.3087918114055668
