year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.9525887876064735,0.9540887876064734,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6768885474842257,0.6789987591216782,1.4068077583017067,0.13939289494698648,258,0.7397646564531561
2017,2.2006620801775134,2.2034886416187724,1.8843742941726371,0.09869747716374477,260,0.8758134462196199
2018,1.0609052869143163,1.0620565241768278,0.7674915083410123,0.06393224883871174,262,0.6530546159819116
2019,0.05656120442337201,0.059561204063467654,1.9999997600637622,0.05933780936875266,266,0.2061423908230255
2020,0.24719218146295965,0.25017290677751536,1.9871502097038019,0.0274025853352573,268,0.311075188790148
2021,-0.030284288923491803,-0.027284288924756206,1.999999999157064,0.04415820920482849,273,0.5278810024533993
2022,0.005869028898316522,0.008869028897843023,1.999999999684334,0.12294915546054375,297,0.010774454327504
2023,0.25686704988928843,0.25986704988837594,1.9999999993916562,0.1293265758525719,332,0.2075973884334144
2024,0.22796286236130348,0.23096286235382402,1.9999999950137015,0.10777090353467478,333,0.1475271691096646
2025,-0.8227514162033975,-0.8198956821340573,1.9038227128934708,0.14209253474057149,325,-0.3087918114055668
