year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.07565147836626324,0.07715147836626324,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.5595975488270506,0.5622323653665653,1.7565443596764565,0.13939289494698648,258,0.7397646564531561
2017,0.6283941887007101,0.6307612230417852,1.5780228940500913,0.09869747716374477,260,0.8758134462196199
2018,0.46278071374131774,0.4651639296979986,1.5888106377872442,0.06393224883871174,262,0.6530546159819116
2019,0.27408690733701696,0.27678471188437137,1.7985363649029473,0.05933780936875266,266,0.2061423908230255
2020,0.23030354008999238,0.23330353998394004,1.9999999292984385,0.0274025853352573,268,0.311075188790148
2021,0.6207414810781497,0.6232035874068811,1.641404219154232,0.04415820920482849,273,0.5278810024533993
2022,0.0001228111997969043,0.0025829885484407455,1.6401182324292276,0.12294915546054375,297,0.010774454327504
2023,0.11963267566172175,0.12255367876357437,1.947335401235077,0.1293265758525719,332,0.2075973884334144
2024,0.1638416247860395,0.1667968976783103,1.9701819281805317,0.10777090353467478,333,0.1475271691096646
2025,-0.07037706013945855,-0.06750308745001166,1.9159817929645955,0.14209253474057149,325,-0.3087918114055668
