year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.36016573481008335,0.36166573481008335,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7097910890826816,0.7121006933970178,1.539736209557418,0.13939289494698648,258,0.7397646564531561
2017,1.2152183070469111,1.2178015046270745,1.7221317201088278,0.09869747716374477,260,0.8758134462196199
2018,0.9232255337807013,0.9251643425083771,1.2925391517838851,0.06393224883871174,262,0.6530546159819116
2019,0.151912893809215,0.15450745848492908,1.7297097838093942,0.05933780936875266,266,0.2061423908230255
2020,0.3304355410772029,0.33341273745250466,1.984797583534514,0.0274025853352573,268,0.311075188790148
2021,0.23458342238155,0.23737213536385138,1.8591419882009221,0.04415820920482849,273,0.5278810024533993
2022,0.017112508655769833,0.020055095662669498,1.9617246712664431,0.12294915546054375,297,0.010774454327504
2023,0.26629931091680986,0.2692993109149615,1.9999999987677661,0.1293265758525719,332,0.2075973884334144
2024,0.08918880654474089,0.09218880654224204,1.9999999983341072,0.10777090353467478,333,0.1475271691096646
2025,-0.5446565200846714,-0.5418436788397243,1.8752274966313829,0.14209253474057149,325,-0.3087918114055668
