year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.6986251511323839,0.7001251511323838,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6497465966324991,0.6521778019465856,1.620803542724322,0.13939289494698648,258,0.7397646564531561
2017,2.254544515577471,2.257441846270093,1.9315537950814299,0.09869747716374477,260,0.8758134462196199
2018,1.068431475570035,1.0695761665543597,0.7631273228830477,0.06393224883871174,262,0.6530546159819116
2019,0.047720131114698555,0.05072013102620265,1.9999999410027336,0.05933780936875266,266,0.2061423908230255
2020,0.24688640077512566,0.24987973613646508,1.9955569075596173,0.0274025853352573,268,0.311075188790148
2021,-0.031143508951388656,-0.028143508952373608,1.999999999343366,0.04415820920482849,273,0.5278810024533993
2022,0.006300913251758319,0.009300913251251153,1.9999999996618893,0.12294915546054375,297,0.010774454327504
2023,0.25602379819094667,0.25902379819044685,1.9999999996667814,0.1293265758525719,332,0.2075973884334144
2024,0.22918624234515703,0.2321862423430161,1.9999999985727193,0.10777090353467478,333,0.1475271691096646
2025,-0.8228972538376124,-0.8200382142974292,1.906026360122091,0.14209253474057149,325,-0.3087918114055668
