year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.2164417224159388,0.2179417224159388,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.733909286558718,0.7364977039070653,1.7256115655648214,0.13939289494698648,258,0.7397646564531561
2017,0.8798356735578041,0.8821405994618574,1.5366172693688949,0.09869747716374477,260,0.8758134462196199
2018,0.6560274935024658,0.6583101746379114,1.5217874236303817,0.06393224883871174,262,0.6530546159819116
2019,0.2047505249238858,0.20750572704734083,1.8368014156366836,0.05933780936875266,266,0.2061423908230255
2020,0.31080598072969956,0.3138059807220315,1.9999999948879543,0.0274025853352573,268,0.311075188790148
2021,0.5261579117524232,0.5287211497048088,1.7088253015903965,0.04415820920482849,273,0.5278810024533993
2022,0.011108637502611325,0.013980736582887232,1.9147327201839381,0.12294915546054375,297,0.010774454327504
2023,0.20955662365775016,0.212556623656589,1.9999999992258921,0.1293265758525719,332,0.2075973884334144
2024,0.14935079728584238,0.1523507972847884,1.999999999297342,0.10777090353467478,333,0.1475271691096646
2025,-0.30809755694314944,-0.30524158522140377,1.9039811478304354,0.14209253474057149,325,-0.3087918114055668
