year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,1.0130037681822497,1.0145037681822497,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6909348870469906,0.6929330335817228,1.332097689821459,0.13939289494698648,258,0.7397646564531561
2017,2.097046178804036,2.099957803840721,1.9410833577898923,0.09869747716374477,260,0.8758134462196199
2018,1.019434060303392,1.0206663878372377,0.821551689230483,0.06393224883871174,262,0.6530546159819116
2019,0.07437142381571155,0.07737142381179307,1.999999997387683,0.05933780936875266,266,0.2061423908230255
2020,0.2944227295882835,0.2974101196979082,1.9915934064164635,0.0274025853352573,268,0.311075188790148
2021,-0.09083669800618144,-0.0878366980219033,1.9999999895187524,0.04415820920482849,273,0.5278810024533993
2022,0.01883794180341435,0.02177579262510898,1.958567214463087,0.12294915546054375,297,0.010774454327504
2023,0.26052654782411444,0.2635265478231281,1.9999999993424653,0.1293265758525719,332,0.2075973884334144
2024,0.155710657137318,0.15871065713612253,1.9999999992030353,0.10777090353467478,333,0.1475271691096646
2025,-0.8187284661057436,-0.8158895329590505,1.89262209779532,0.14209253474057149,325,-0.3087918114055668
