year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.03955964332496237,0.04105964332496237,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.5781673302015207,0.5807042343266471,1.6912694167509477,0.13939289494698648,258,0.7397646564531561
2017,0.6711565028107822,0.6734678495528525,1.5408978280468681,0.09869747716374477,260,0.8758134462196199
2018,0.5249432578811517,0.5273814044400704,1.6254310392791165,0.06393224883871174,262,0.6530546159819116
2019,0.28413119717067725,0.2865999487197708,1.6458343660623416,0.05933780936875266,266,0.2061423908230255
2020,0.26795967637677837,0.2709303137568888,1.9804249200736121,0.0274025853352573,268,0.311075188790148
2021,0.5685030606833693,0.5711009866617569,1.7319506522584307,0.04415820920482849,273,0.5278810024533993
2022,-0.008802469713080198,-0.006108228219674605,1.7961609956037285,0.12294915546054375,297,0.010774454327504
2023,0.13447659658810815,0.13747659658122036,1.9999999954081462,0.1293265758525719,332,0.2075973884334144
2024,0.13049850998782445,0.1334985099727206,1.9999999899307825,0.10777090353467478,333,0.1475271691096646
2025,-0.04316665280268976,-0.04035168177002746,1.8766473551082015,0.14209253474057149,325,-0.3087918114055668
