year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.6348464970137838,0.6363464970137838,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6491249091084549,0.6516546429070176,1.6864891990417705,0.13939289494698648,258,0.7397646564531561
2017,2.1819023450126185,2.1848679851014103,1.9770933925279879,0.09869747716374477,260,0.8758134462196199
2018,1.0341827497256462,1.0354034812400323,0.8138210095908388,0.06393224883871174,262,0.6530546159819116
2019,0.055845033647515446,0.05884503364026927,1.9999999951692184,0.05933780936875266,266,0.2061423908230255
2020,0.2990848615294214,0.30208486151760217,1.999999992120526,0.0274025853352573,268,0.311075188790148
2021,-0.09225329997781018,-0.08925329998588782,1.9999999946149019,0.04415820920482849,273,0.5278810024533993
2022,0.01994589260920274,0.022887279221544654,1.960924408227942,0.12294915546054375,297,0.010774454327504
2023,0.2596346945288375,0.26263469452768606,1.9999999992323954,0.1293265758525719,332,0.2075973884334144
2024,0.1583231766748658,0.16132317667338514,1.999999999012882,0.10777090353467478,333,0.1475271691096646
2025,-0.818988510222913,-0.8161437508808371,1.8965062280505314,0.14209253474057149,325,-0.3087918114055668
