year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.05238758105866054,0.05388758105866054,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.5790199247940262,0.5815466398655407,1.6844767143429584,0.13939289494698648,258,0.7397646564531561
2017,0.6732509776120177,0.6755537026139458,1.5351500012853818,0.09869747716374477,260,0.8758134462196199
2018,0.5234811453598843,0.5259083064280112,1.6181073787512466,0.06393224883871174,262,0.6530546159819116
2019,0.2871010415679844,0.28956554332161555,1.643001169087437,0.05933780936875266,266,0.2061423908230255
2020,0.26656206886625905,0.2695310070954804,1.9792921528142244,0.0274025853352573,268,0.311075188790148
2021,0.5704646236111596,0.5730607889818125,1.7307769137686007,0.04415820920482849,273,0.5278810024533993
2022,-0.00986697517784705,-0.007193553249073004,1.7822812858493644,0.12294915546054375,297,0.010774454327504
2023,0.13428623954229466,0.13728623954099817,1.9999999991356774,0.1293265758525719,332,0.2075973884334144
2024,0.1287533605869264,0.1317533605848158,1.9999999985929264,0.10777090353467478,333,0.1475271691096646
2025,-0.04572417445574844,-0.04291345372158906,1.8738138227729222,0.14209253474057149,325,-0.3087918114055668
