year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.1561570280965075,0.1576570280965075,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7134247968201153,0.7158743639434837,1.6330447489122801,0.13939289494698648,258,0.7397646564531561
2017,0.9072558291355831,0.9096712130522628,1.6102559444531857,0.09869747716374477,260,0.8758134462196199
2018,0.7258875520048522,0.72814764384484,1.5067278933251855,0.06393224883871174,262,0.6530546159819116
2019,0.22987292930879466,0.23234714886854468,1.6494797065000093,0.05933780936875266,266,0.2061423908230255
2020,0.318006032677926,0.3209703213745352,1.9761924644061426,0.0274025853352573,268,0.311075188790148
2021,0.5033326638302871,0.5060021796141962,1.7796771892727805,0.04415820920482849,273,0.5278810024533993
2022,0.011301020996870971,0.014164740501527273,1.909146336437534,0.12294915546054375,297,0.010774454327504
2023,0.22479941809559303,0.22779941809382875,1.9999999988238168,0.1293265758525719,332,0.2075973884334144
2024,0.09632511370026689,0.09932511369660091,1.9999999975560083,0.10777090353467478,333,0.1475271691096646
2025,-0.28694449396708693,-0.2841000387487652,1.8963034788811468,0.14209253474057149,325,-0.3087918114055668
