year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.3065943064433326,0.3080943064433326,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7124745849233687,0.7149457762345299,1.6474608741075158,0.13939289494698648,258,0.7397646564531561
2017,1.223996889528668,1.2264883955251524,1.6610039976562896,0.09869747716374477,260,0.8758134462196199
2018,0.8924414997356045,0.8943767881529194,1.2901922782099586,0.06393224883871174,262,0.6530546159819116
2019,0.14758169286199002,0.15029350274202224,1.8078732533548105,0.05933780936875266,266,0.2061423908230255
2020,0.30737057820274893,0.31035193497353664,1.9875711805251268,0.0274025853352573,268,0.311075188790148
2021,0.27175589418106216,0.27452705016686196,1.8474373238665196,0.04415820920482849,273,0.5278810024533993
2022,0.014978122341410759,0.017948105015136218,1.9799884491503055,0.12294915546054375,297,0.010774454327504
2023,0.26313982282697285,0.2661398228260603,1.9999999993916298,0.1293265758525719,332,0.2075973884334144
2024,0.10055263951810786,0.10355263951706117,1.999999999302204,0.10777090353467478,333,0.1475271691096646
2025,-0.5519292522846287,-0.549106041956236,1.882140218928505,0.14209253474057149,325,-0.3087918114055668
