year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.48810243202371845,0.48960243202371845,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7679222755119447,0.7701669157961542,1.4964268561396354,0.13939289494698648,258,0.7397646564531561
2017,1.197438501969118,1.1997243116776266,1.5238731390056686,0.09869747716374477,260,0.8758134462196199
2018,0.8319190710056656,0.8338450245639444,1.283969038852508,0.06393224883871174,262,0.6530546159819116
2019,0.13069476670440683,0.13353002994785323,1.8901754956309456,0.05933780936875266,266,0.2061423908230255
2020,0.2379681213555456,0.240968117974252,1.9999977458042708,0.0274025853352573,268,0.311075188790148
2021,0.28883223692499826,0.29160626953711977,1.8493550747476506,0.04415820920482849,273,0.5278810024533993
2022,0.010485774962940283,0.013485774958996943,1.9999999973711065,0.12294915546054375,297,0.010774454327504
2023,0.25427273070847645,0.2572727307076903,1.999999999475918,0.1293265758525719,332,0.2075973884334144
2024,0.14058278160985466,0.14358278160836457,1.9999999990066135,0.10777090353467478,333,0.1475271691096646
2025,-0.562081302414093,-0.5592498763264934,1.8876173917331165,0.14209253474057149,325,-0.3087918114055668
