year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.02157088755990816,0.02307088755990816,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.57681597549788,0.5793618396873308,1.6972427929672047,0.13939289494698648,258,0.7397646564531561
2017,0.6680446675712557,0.67036896444023,1.5495312459828545,0.09869747716374477,260,0.8758134462196199
2018,0.5271328636450391,0.5295872705346605,1.6362712597476317,0.06393224883871174,262,0.6530546159819116
2019,0.2802988463820108,0.2827727873449235,1.649293975275131,0.05933780936875266,266,0.2061423908230255
2020,0.27005366039111894,0.2730268745468598,1.9821427704938939,0.0274025853352573,268,0.311075188790148
2021,0.5655255719838762,0.5681261292707509,1.7337048579164704,0.04415820920482849,273,0.5278810024533993
2022,-0.007349121341263231,-0.004625907510657945,1.815475887070191,0.12294915546054375,297,0.010774454327504
2023,0.13563785152686503,0.13863785152479058,1.9999999986170283,0.1293265758525719,332,0.2075973884334144
2024,0.1319504698210374,0.1349504698184647,1.9999999982848784,0.10777090353467478,333,0.1475271691096646
2025,-0.0405097578090792,-0.037688755424435394,1.8806682564292025,0.14209253474057149,325,-0.3087918114055668
