year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.14053792634647283,0.14203792634647283,0.9999999999999998,0.1318997108790032,257,0.2473397014913701
2016,0.7161851609639659,0.7187135074663138,1.685564334898598,0.13939289494698648,258,0.7397646564531561
2017,0.8987504072387468,0.9011073856204652,1.5713189211456626,0.09869747716374477,260,0.8758134462196199
2018,0.6950026439230953,0.6972727777420105,1.5134225459434234,0.06393224883871174,262,0.6530546159819116
2019,0.22246141209626544,0.22503155402045305,1.7134279494584161,0.05933780936875266,266,0.2061423908230255
2020,0.3167655874772771,0.3197484209126804,1.9885556236022022,0.0274025853352573,268,0.311075188790148
2021,0.523491950003787,0.5261553792922611,1.7756195256494167,0.04415820920482849,273,0.5278810024533993
2022,0.016191365977688152,0.01907182486792136,1.9203059268221394,0.12294915546054375,297,0.010774454327504
2023,0.2217487982243309,0.22474879822232574,1.9999999986632122,0.1293265758525719,332,0.2075973884334144
2024,0.12222427264884782,0.12522427264838187,1.9999999996893714,0.10777090353467478,333,0.1475271691096646
2025,-0.29798377337238346,-0.295125127768614,1.9057637358462969,0.14209253474057149,325,-0.3087918114055668
