year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.39537951418421274,0.39687951418421274,1.0000000000000002,0.1318997108790032,257,0.2473397014913701
2016,0.7309532496040617,0.7332290889416175,1.5172262250371817,0.13939289494698648,258,0.7397646564531561
2017,1.2115305439947064,1.2139815781931205,1.6340227989427794,0.09869747716374477,260,0.8758134462196199
2018,0.8894840937619831,0.8914237024270901,1.2930724434047012,0.06393224883871174,262,0.6530546159819116
2019,0.155250923703216,0.1579530250742005,1.8014009139896643,0.05933780936875266,266,0.2061423908230255
2020,0.3073707466399395,0.3103469197726567,1.9841154218114543,0.0274025853352573,268,0.311075188790148
2021,0.27145578042712476,0.2742222842412694,1.8443358760964235,0.04415820920482849,273,0.5278810024533993
2022,0.01355042074561722,0.016518526078672213,1.9787368887033288,0.12294915546054375,297,0.010774454327504
2023,0.26387886606660194,0.2668788660659953,1.999999999595587,0.1293265758525719,332,0.2075973884334144
2024,0.0988028463388227,0.10180284633664827,1.9999999985503774,0.10777090353467478,333,0.1475271691096646
2025,-0.5515232585531201,-0.5487058359407541,1.8782817415773714,0.14209253474057149,325,-0.3087918114055668
