year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,1.0107867537639073,1.0122867537639073,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.6720162431880228,0.6740871702497793,1.3806180411710187,0.13939289494698648,258,0.7397646564531561
2017,2.1289943452491698,2.1317576142414243,1.8421793281697205,0.09869747716374477,260,0.8758134462196199
2018,1.0574071083940633,1.0585154345230787,0.7388840860103616,0.06393224883871174,262,0.6530546159819116
2019,0.04808886452359072,0.051088864496000586,1.9999999816065763,0.05933780936875266,266,0.2061423908230255
2020,0.2413257745599607,0.24432577455752247,1.999999998374509,0.0274025853352573,268,0.311075188790148
2021,0.0021182005270259743,0.005118200525593419,1.9999999990449633,0.04415820920482849,273,0.5278810024533993
2022,0.005495395711737372,0.008495395707870834,1.9999999974223077,0.12294915546054375,297,0.010774454327504
2023,0.2538050684791579,0.2568050684752916,1.9999999974224565,0.1293265758525719,332,0.2075973884334144
2024,0.2771497359002946,0.2801497358976215,1.9999999982179018,0.10777090353467478,333,0.1475271691096646
2025,-0.8247862204866898,-0.8219232776094987,1.9086285847940538,0.14209253474057149,325,-0.3087918114055668
