year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,1.1260723588020096,1.1275723588020097,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.694402000717222,0.6963255449698038,1.2823628350545286,0.13939289494698648,258,0.7397646564531561
2017,2.1272274653659267,2.1299950668052023,1.84506762618391,0.09869747716374477,260,0.8758134462196199
2018,1.0558932552824722,1.0570488567470369,0.7704009763764166,0.06393224883871174,262,0.6530546159819116
2019,0.0625185090680588,0.06551519926515903,1.9977934647334934,0.05933780936875266,266,0.2061423908230255
2020,0.2473810138237196,0.2503533962664408,1.981588295147482,0.0274025853352573,268,0.311075188790148
2021,-0.029711501748155542,-0.026711501749620004,1.999999999023692,0.04415820920482849,273,0.5278810024533993
2022,0.005578897344169708,0.008578897341230629,1.9999999980406142,0.12294915546054375,297,0.010774454327504
2023,0.2574286273145152,0.2604286273114169,1.9999999979344874,0.1293265758525719,332,0.2075973884334144
2024,0.22712020562542592,0.23012020562346858,1.9999999986950936,0.10777090353467478,333,0.1475271691096646
2025,-0.8226542473042978,-0.8198007168862115,1.9023536120575477,0.14209253474057149,325,-0.3087918114055668
