year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.0038801726200319866,0.005380172620031987,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.5696420259871018,0.5721618801780683,1.679902793977686,0.13939289494698648,258,0.7397646564531561
2017,0.6907625644102853,0.6931913084163701,1.6191626707232067,0.09869747716374477,260,0.8758134462196199
2018,0.5797171741359852,0.5821783133993645,1.640759508919512,0.06393224883871174,262,0.6530546159819116
2019,0.28377596394890797,0.286131225996765,1.570174698571338,0.05933780936875266,266,0.2061423908230255
2020,0.2917612746212728,0.29472025258295687,1.9726519744560318,0.0274025853352573,268,0.311075188790148
2021,0.43916119445023777,0.4417689410982444,1.7384977653377394,0.04415820920482849,273,0.5278810024533993
2022,-0.004393780047075982,-0.0014820603791834142,1.9411464452617115,0.12294915546054375,297,0.010774454327504
2023,0.16269771038166927,0.1656977103812456,1.999999999717546,0.1293265758525719,332,0.2075973884334144
2024,0.10530763673497184,0.10830763673367239,1.9999999991336983,0.10777090353467478,333,0.1475271691096646
2025,-0.03607445521194204,-0.03329954009752545,1.849943409611061,0.14209253474057149,325,-0.3087918114055668
