year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.06806949352294694,0.06956949352294695,0.9999999999999999,0.1318997108790032,257,0.2473397014913701
2016,0.5792667489647404,0.5818296101119376,1.7085740981314115,0.13939289494698648,258,0.7397646564531561
2017,0.6485639061138548,0.6508758117803759,1.541270444347394,0.09869747716374477,260,0.8758134462196199
2018,0.4856984348749876,0.4881187552082713,1.6135468888558129,0.06393224883871174,262,0.6530546159819116
2019,0.28315050584882323,0.2857316362742417,1.7207536169456283,0.05933780936875266,266,0.2061423908230255
2020,0.25004956516110055,0.2530408086549285,1.994162329218649,0.0274025853352573,268,0.311075188790148
2021,0.6123782230416875,0.6149189804450947,1.6938382689381692,0.04415820920482849,273,0.5278810024533993
2022,-0.008909693358823797,-0.00640224786570609,1.6716303287451377,0.12294915546054375,297,0.010774454327504
2023,0.12534285478816196,0.1282663862829969,1.9490209965566416,0.1293265758525719,332,0.2075973884334144
2024,0.14436105444356356,0.14736105442880731,1.9999999901624912,0.10777090353467478,333,0.1475271691096646
2025,-0.05864376477214276,-0.055797411342469294,1.8975689531156434,0.14209253474057149,325,-0.3087918114055668
