year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.1348506735493294,0.1363506735493294,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.7033693456160858,0.7057902584461249,1.6139418866927597,0.13939289494698648,258,0.7397646564531561
2017,0.9185465667208496,0.9210699277495327,1.682240685788772,0.09869747716374477,260,0.8758134462196199
2018,0.7724184748031743,0.7747090882648762,1.5270756411345938,0.06393224883871174,262,0.6530546159819116
2019,0.23523550515979008,0.23760387949282125,1.5789162220207684,0.05933780936875266,266,0.2061423908230255
2020,0.31995009478927633,0.32290123821460304,1.9674289502177977,0.0274025853352573,268,0.311075188790148
2021,0.40535912906551086,0.40805100504836456,1.7945839885691477,0.04415820920482849,273,0.5278810024533993
2022,0.016378032558541325,0.019240775312046265,1.9084951690032927,0.12294915546054375,297,0.010774454327504
2023,0.2316702118077733,0.23467021180542846,1.999999998436773,0.1293265758525719,332,0.2075973884334144
2024,0.08250183235413976,0.08550183234612807,1.999999994658876,0.10777090353467478,333,0.1475271691096646
2025,-0.2736024661683343,-0.2707466856439672,1.9038536829113717,0.14209253474057149,325,-0.3087918114055668
