year,net_return,gross_return,turnover,cdi_return,eligible_assets,baseline_mvo_return
2015,0.11659877393502832,0.11809877393502832,1.0,0.1318997108790032,257,0.2473397014913701
2016,0.704006984655975,0.7065196041958721,1.6750796932647625,0.13939289494698648,258,0.7397646564531561
2017,0.9126601413638785,0.9150973102379869,1.6247792494056001,0.09869747716374477,260,0.8758134462196199
2018,0.7318468012989988,0.734115932858108,1.5127543727393924,0.06393224883871174,262,0.6530546159819116
2019,0.2255082453840986,0.227990637164464,1.6549278535769198,0.05933780936875266,266,0.2061423908230255
2020,0.31941317706093997,0.3223832816031984,1.980069694838965,0.0274025853352573,268,0.311075188790148
2021,0.4995333549953439,0.5022095123952552,1.7841049332742251,0.04415820920482849,273,0.5278810024533993
2022,0.012437909574137911,0.015310457353447715,1.9150318528732018,0.12294915546054375,297,0.010774454327504
2023,0.22539241926246112,0.22839241926155385,1.9999999993951447,0.1293265758525719,332,0.2075973884334144
2024,0.09771624690257114,0.10071624690111758,1.9999999990309665,0.10777090353467478,333,0.1475271691096646
2025,-0.28839010674367516,-0.2855436078650485,1.8976659190844332,0.14209253474057149,325,-0.3087918114055668
