year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.04988831687917744,0.9999999999999999,0.1313058205754336,0.0851856343761516
2016,0.19276567349923865,0.4451733833653381,0.1388153105977607,0.2845118141702993
2017,0.22148197904622982,0.7684022694835906,0.0948561467820097,0.2729222975957605
2018,0.30352174630641504,0.5086909485023725,0.0636703731928327,0.3031158995107719
2019,0.1972891589566458,0.4614048192195726,0.0591568100614796,0.2172780186823916
2020,-0.05013543472340623,0.418957734481844,0.027325854367195,0.0893245753551568
2021,0.0052911096118483806,0.3820840454640532,0.0437955007062886,-0.0704665224532576
2022,0.049858861480422095,0.552454686860032,0.1229491554605441,0.1116977063511322
2023,0.120844367411462,0.40537795108877556,0.129326575852571,0.2003331947054143
2024,-0.09467908872492045,0.5102201172695859,0.08222592706285,-0.0780406443555401
2025,0.22408050348351302,0.5009408600437726,0.142092534740571,0.1890928699816989
