year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.03624948873721706,1.0,0.1313058205754336,-0.03624948856007287
2016,0.17690472948110783,0.5881328376948585,0.1388153105977607,0.1769047486162332
2017,0.29822480369790466,1.5810364676943698,0.0948561467820097,0.2981404167335867
2018,0.39146753440940074,1.0420153924413773,0.0636703731928327,0.3914624803215542
2019,0.27982511835867885,0.6328651013474202,0.0591568100614796,0.2798251247013356
2020,-0.14570583956595412,0.7173120325901828,0.027325854367195,-0.11757970888821175
2021,-0.03017850262798673,0.9031852282862256,0.0437955007062886,-0.03264951569718409
2022,-0.03598010843309102,0.6671341533131343,0.1229491554605441,-0.0020250972378801587
2023,0.13596689796178213,0.8890754069216256,0.129326575852571,0.13586623192292419
2024,-0.18281334514260816,0.8576745274149911,0.08222592706285,-0.205557541962622
2025,0.13976020203486075,0.7789186384650769,0.142092534740571,0.13970403468742812
