year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.017610430591778414,0.9999999999999999,0.1313058205754336,0.015197647615629974
2016,0.19061448942010892,0.5144880966049856,0.1388153105977607,0.14873025343476767
2017,0.30387829885427775,1.2232853394824568,0.0948561467820097,0.3040881454852064
2018,0.3918667244166668,0.7758525137477964,0.0636703731928327,0.3918926987789171
2019,0.27982511872735305,0.6328651344249401,0.0591568100614796,0.27982511917256514
2020,-0.14570583930582562,0.7173120170744955,0.027325854367195,-0.145705791914119
2021,-0.00922703043061182,1.0661941535455655,0.0437955007062886,0.05872512055449553
2022,-0.0360864085732101,0.7380009884717242,0.1229491554605441,-0.02863688460450596
2023,0.13596689754767013,0.889075406343363,0.129326575852571,0.13595016218168607
2024,-0.13234417477520544,0.6705557548771719,0.08222592706285,-0.1477726089139953
2025,0.16212482785207158,0.6899591199699919,0.142092534740571,0.13988532786723412
