name,train_influence,train_penalty,train_equity_cap,train_gamma,train_split,train_cagr,train_cdi_cagr,train_reference_mvo_cagr,train_excess_cdi,train_excess_reference_mvo,train_hit_cdi,train_hit_reference_mvo,train_drawdown,train_turnover,holdout_influence,holdout_penalty,holdout_equity_cap,holdout_gamma,holdout_split,holdout_cagr,holdout_cdi_cagr,holdout_reference_mvo_cagr,holdout_excess_cdi,holdout_excess_reference_mvo,holdout_hit_cdi,holdout_hit_reference_mvo,holdout_drawdown,holdout_turnover,train_score
tilt_0.4_turnover_0.0_equity_0.55_gamma_1.0,0.4,0.0,0.55,1.0,train,0.1593417279916649,0.08511971475667113,0.15934172668831614,0.07422201323499378,1.3033487622493567e-09,0.6666666666666666,0.5,-0.07979876866868374,0.637020504302482,0.4,0.0,0.55,1.0,holdout,0.030890274148841268,0.10347591307479975,0.018827008558778946,-0.07258563892595848,0.012063265590062322,0.4,0.2,-0.15033766649782143,0.7741133376266369,0.010519964108094332
tilt_0.25_turnover_0.0_equity_0.55_gamma_1.0,0.25,0.0,0.55,1.0,train,0.15934172775874922,0.08511971475667113,0.15934172668831614,0.07422201300207809,1.0704330755118008e-09,0.6666666666666666,0.8333333333333334,-0.07979876970829891,0.6370205043135089,0.25,0.0,0.55,1.0,holdout,0.030890273145909086,0.10347591307479975,0.018827008558778946,-0.07258563992889067,0.01206326458713014,0.4,0.2,-0.15033766597430043,0.7741133321119379,0.010519963641160271
tilt_0.1_turnover_0.0_equity_0.55_gamma_1.0,0.1,0.0,0.55,1.0,train,0.15934172739030816,0.08511971475667113,0.15934172668831614,0.07422201263363704,7.019920200690422e-10,0.6666666666666666,0.8333333333333334,-0.07979877056749374,0.6370205041957594,0.1,0.0,0.55,1.0,holdout,0.030890233558094282,0.10347591307479975,0.018827008558778946,-0.07258567951670547,0.012063224999315336,0.4,0.6,-0.15033766517717917,0.7741132139437179,0.010519962916053116
tilt_0.0_turnover_0.0_equity_0.55_gamma_1.0,0.0,0.0,0.55,1.0,train,0.15934172668831614,0.08511971475667113,0.15934172668831614,0.07422201193164502,0.0,0.6666666666666666,0.0,-0.07979877085122133,0.6370205065950493,0.0,0.0,0.55,1.0,holdout,0.018827008558778946,0.10347591307479975,0.018827008558778946,-0.0846489045160208,0.0,0.2,0.0,-0.15033766437273655,0.7381146737553237,0.010519961272140083
tilt_0.6_turnover_0.01_equity_0.55_gamma_1.0,0.6,0.01,0.55,1.0,train,0.1593417197585032,0.08511971475667113,0.15934172668831614,0.07422200500183207,-6.929812945699609e-09,0.6666666666666666,0.3333333333333333,-0.07979880734672307,0.6370204949151977,0.6,0.01,0.55,1.0,holdout,0.030890274359839376,0.10347591307479975,0.018827008558778946,-0.07258563871496038,0.01206326580106043,0.4,0.6,-0.1503376678505718,0.7741133541884055,0.010519948580499344
tilt_0.4_turnover_0.01_equity_0.55_gamma_1.0,0.4,0.01,0.55,1.0,train,0.15934171974354383,0.08511971475667113,0.15934172668831614,0.0742220049868727,-6.944772312778014e-09,0.6666666666666666,0.3333333333333333,-0.07979880736288059,0.6370204948894801,0.4,0.01,0.55,1.0,holdout,0.030890273130460555,0.10347591307479975,0.018827008558778946,-0.0725856399443392,0.012063264571681609,0.4,0.6,-0.15033766769414159,0.7741133498598952,0.010519948553152372
tilt_0.25_turnover_0.01_equity_0.55_gamma_1.0,0.25,0.01,0.55,1.0,train,0.1593417196953213,0.08511971475667113,0.15934172668831614,0.07422200493865017,-6.992994849852607e-09,0.6666666666666666,0.3333333333333333,-0.079798807570304,0.6370204951526871,0.25,0.01,0.55,1.0,holdout,0.02840707672548648,0.10347591307479975,0.018827008558778946,-0.07506883634931327,0.009580068166707534,0.4,0.6,-0.15033766748133626,0.7667016161470552,0.010519948430386603
tilt_0.1_turnover_0.01_equity_0.55_gamma_1.0,0.1,0.01,0.55,1.0,train,0.1593417196100313,0.08511971475667113,0.15934172668831614,0.07422200485336017,-7.078284847139571e-09,0.6666666666666666,0.5,-0.07979880823574248,0.6370204948914889,0.1,0.01,0.55,1.0,holdout,0.018826561057024183,0.10347591307479975,0.018827008558778946,-0.08464935201777557,-4.475017547633797e-07,0.2,0.4,-0.15033766711441232,0.7381133551372352,0.010519948285926423
tilt_0.4_turnover_0.03_equity_0.55_gamma_1.0,0.4,0.03,0.55,1.0,train,0.15934171948167886,0.08511971475667113,0.15934172668831614,0.07422200472500773,-7.2066372869272755e-09,0.6666666666666666,0.6666666666666666,-0.0797988096445893,0.6370204935873639,0.4,0.03,0.55,1.0,holdout,0.018826561702178557,0.10347591307479975,0.018827008558778946,-0.0846493513726212,-4.4685660038901176e-07,0.2,0.2,-0.15033766486023792,0.7381133525553505,0.010519948159634043
tilt_0.0_turnover_0.01_equity_0.55_gamma_1.0,0.0,0.01,0.55,1.0,train,0.15934171940538167,0.08511971475667113,0.15934172668831614,0.07422200464871054,-7.282934477714775e-09,0.6666666666666666,0.5,-0.07979880921592974,0.6370204945484802,0.0,0.01,0.55,1.0,holdout,0.01882656094603874,0.10347591307479975,0.018827008558778946,-0.08464935212876101,-4.476127402064378e-07,0.2,0.4,-0.15033766670154092,0.7381133538981317,0.010519947910928043
tilt_0.6_turnover_0.03_equity_0.55_gamma_1.0,0.6,0.03,0.55,1.0,train,0.15934171683159026,0.08511971475667113,0.15934172668831614,0.07422200207491914,-9.856725879942019e-09,0.6666666666666666,0.6666666666666666,-0.07979882213233058,0.6370204896049643,0.6,0.03,0.55,1.0,holdout,0.024561242944955763,0.10347591307479975,0.018827008558778946,-0.07891467012984399,0.0057342343861768175,0.4,0.4,-0.150337665490484,0.7552244176339766,0.010519943257696826
tilt_0.0_turnover_0.0_equity_0.55_gamma_5.0,0.0,0.0,0.55,5.0,train,0.1591848378751184,0.08511971475667113,0.1591848378751184,0.07406512311844726,0.0,0.6666666666666666,0.0,-0.07979876620518,0.6470667081897096,0.0,0.0,0.55,5.0,holdout,0.03728225316578615,0.10347591307479975,0.03728225316578615,-0.0661936599090136,0.0,0.4,0.0,-0.14763755190133776,0.7885848786930901,0.009358452299476308
tilt_0.0_turnover_0.01_equity_0.55_gamma_5.0,0.0,0.01,0.55,5.0,train,0.15918483180275156,0.08511971475667113,0.1591848378751184,0.07406511704608043,-6.072366831588738e-09,0.6666666666666666,0.3333333333333333,-0.0797988100589222,0.6470666961494292,0.0,0.01,0.55,5.0,holdout,0.03728219121075593,0.10347591307479975,0.03728225316578615,-0.06619372186404382,-6.195503021722004e-08,0.4,0.2,-0.14763780086660494,0.7885848344887136,0.009358441358770675
tilt_0.1_turnover_0.0_equity_0.55_gamma_2.5,0.1,0.0,0.55,2.5,train,0.1540041961290215,0.08511971475667113,0.1497523824925111,0.06888448137235037,0.004251813636510393,0.6666666666666666,0.5,-0.07979864321532282,0.6497299772624051,0.1,0.0,0.55,2.5,holdout,0.01808584083815501,0.10347591307479975,0.01808553285761172,-0.08539007223664474,3.0798054329039815e-07,0.2,0.4,-0.15033766781717928,0.773136479455924,0.008163297282620247
tilt_0.1_turnover_0.01_equity_0.55_gamma_2.5,0.1,0.01,0.55,2.5,train,0.15400416040854736,0.08511971475667113,0.1497523824925111,0.06888444565187624,0.004251777916036259,0.6666666666666666,0.5,-0.07979880893122226,0.6497299300237654,0.1,0.01,0.55,2.5,holdout,0.018171460540481243,0.10347591307479975,0.01808553285761172,-0.08530445253431851,8.592768286952435e-05,0.2,0.6,-0.15033766711154484,0.7674044666850951,0.008163230565535945
tilt_0.1_turnover_0.0_equity_0.55_gamma_5.0,0.1,0.0,0.55,5.0,train,0.15671443313160527,0.08511971475667113,0.1591848378751184,0.07159471837493414,-0.0024704047435131216,0.6666666666666666,0.3333333333333333,-0.0797987831714827,0.647000421090536,0.1,0.0,0.55,5.0,holdout,0.03458443188065141,0.10347591307479975,0.03728225316578615,-0.06889148119414834,-0.0026978212851347383,0.4,0.6,-0.15033763928726573,0.7863143103820736,0.004424271522367421
tilt_0.1_turnover_0.01_equity_0.55_gamma_5.0,0.1,0.01,0.55,5.0,train,0.15671443053914014,0.08511971475667113,0.1591848378751184,0.07159471578246901,-0.002470407335978253,0.6666666666666666,0.3333333333333333,-0.07979880860833033,0.6470004039848521,0.1,0.01,0.55,5.0,holdout,0.03458441167111914,0.10347591307479975,0.03728225316578615,-0.06889150140368061,-0.002697841494667008,0.4,0.4,-0.150337667309556,0.7863142960019512,0.004424268048005539
tilt_0.6_turnover_0.0_equity_0.55_gamma_5.0,0.6,0.0,0.55,5.0,train,0.15619678470803966,0.08511971475667113,0.1591848378751184,0.07107706995136853,-0.0029880531670787303,0.6666666666666666,0.3333333333333333,-0.07979880149449703,0.6444344957494732,0.6,0.0,0.55,5.0,holdout,0.0346220274308906,0.10347591307479975,0.03728225316578615,-0.06885388564390915,-0.0026602257348955494,0.4,0.4,-0.15033766739413512,0.8088602044104315,0.0036455672093424762
tilt_0.6_turnover_0.01_equity_0.55_gamma_5.0,0.6,0.01,0.55,5.0,train,0.15619678285035432,0.08511971475667113,0.1591848378751184,0.0710770680936832,-0.002988055024764069,0.6666666666666666,0.3333333333333333,-0.07979880691451502,0.6444344950112519,0.6,0.01,0.55,5.0,holdout,0.02867921891568126,0.10347591307479975,0.03728225316578615,-0.0747966941591185,-0.00860303425010489,0.4,0.4,-0.15033766232020906,0.7912203688556254,0.0036455635677939274
tilt_0.6_turnover_0.03_equity_0.55_gamma_5.0,0.6,0.03,0.55,5.0,train,0.1561967677788021,0.08511971475667113,0.1591848378751184,0.07107705302213096,-0.0029880700963162976,0.6666666666666666,0.5,-0.07979887664765328,0.644434472204576,0.6,0.03,0.55,5.0,holdout,0.02432298943255007,0.10347591307479975,0.03728225316578615,-0.07915292364224968,-0.012959263733236082,0.2,0.4,-0.1503376529656133,0.7782923100215997,0.0036455357053570697
tilt_0.4_turnover_0.0_equity_0.55_gamma_5.0,0.4,0.0,0.55,5.0,train,0.15541886499762958,0.08511971475667113,0.1591848378751184,0.07029915024095845,-0.00376597287748881,0.6666666666666666,0.3333333333333333,-0.07979879794951894,0.644841415723186,0.4,0.0,0.55,5.0,holdout,0.03240381741802323,0.10347591307479975,0.03728225316578615,-0.07107209565677652,-0.0048784357477629214,0.4,0.4,-0.1503376666726043,0.7932959933304751,0.002049035791151038
tilt_0.4_turnover_0.01_equity_0.55_gamma_5.0,0.4,0.01,0.55,5.0,train,0.15541883898039943,0.08511971475667113,0.1591848378751184,0.0702991242237283,-0.003765998894718958,0.6666666666666666,0.3333333333333333,-0.07979880715157572,0.6448414215825489,0.4,0.01,0.55,5.0,holdout,0.028438856438072646,0.10347591307479975,0.03728225316578615,-0.0750370566367271,-0.008843396727713504,0.2,0.4,-0.1503376678442796,0.7815763422440131,0.0020489831707544565
tilt_0.4_turnover_0.03_equity_0.55_gamma_5.0,0.4,0.03,0.55,5.0,train,0.15541881192188667,0.08511971475667113,0.1591848378751184,0.07029909716521554,-0.003766025953231722,0.6666666666666666,0.3333333333333333,-0.0797989454880661,0.6448413750126264,0.4,0.03,0.55,5.0,holdout,0.029266481027267144,0.10347591307479975,0.03728225316578615,-0.07420943204753261,-0.008015772138519006,0.2,0.6,-0.14691663936439225,0.77796254852264,0.002048933710721179
tilt_0.25_turnover_0.01_equity_0.55_gamma_5.0,0.25,0.01,0.55,5.0,train,0.15553571389305976,0.08511971475667113,0.1591848378751184,0.07041599913638863,-0.003649123982058633,0.6666666666666666,0.3333333333333333,-0.07979880761594627,0.6475116197843965,0.25,0.01,0.55,5.0,holdout,0.03151592147018878,0.10347591307479975,0.03728225316578615,-0.07195999160461097,-0.005766331695597371,0.2,0.4,-0.15033766767785117,0.783972757792089,0.0020157131758903463
tilt_0.25_turnover_0.0_equity_0.55_gamma_5.0,0.25,0.0,0.55,5.0,train,0.15553565766925548,0.08511971475667113,0.1591848378751184,0.07041594291258435,-0.003649180205862912,0.6666666666666666,0.3333333333333333,-0.07979879298164405,0.6475118187710538,0.25,0.0,0.55,5.0,holdout,0.031515954195945106,0.10347591307479975,0.03728225316578615,-0.07195995887885465,-0.005766298969841044,0.2,0.4,-0.15033766466314613,0.7839728402025015,0.0020155808296160593
tilt_0.4_turnover_0.06_equity_0.75_gamma_2.5,0.4,0.06,0.75,2.5,train,0.15259803513257175,0.08511971475667113,0.14328577596307102,0.06747832037590062,0.009312259169500736,0.6666666666666666,0.5,-0.15384497356974003,0.7502022366736002,0.4,0.06,0.75,2.5,holdout,0.018593989902704333,0.10347591307479975,-0.0035880708457128874,-0.08488192317209542,0.02218206074841722,0.4,0.8,-0.18028084357519658,0.7312675563838698,0.0017703558780413353
tilt_0.4_turnover_0.03_equity_0.75_gamma_2.5,0.4,0.03,0.75,2.5,train,0.1525980351270111,0.08511971475667113,0.14328577596307102,0.06747832037033996,0.009312259163940073,0.6666666666666666,0.5,-0.15384497534192654,0.7502022374969918,0.4,0.03,0.75,2.5,holdout,0.012662252534371365,0.10347591307479975,-0.0035880708457128874,-0.09081366054042839,0.016250323380084253,0.2,0.6,-0.20963358993190828,0.7588231338058739,0.001770355784580846
tilt_0.4_turnover_0.01_equity_0.75_gamma_2.5,0.4,0.01,0.75,2.5,train,0.15259803485949863,0.08511971475667113,0.14328577596307102,0.0674783201028275,0.009312258896427617,0.6666666666666666,0.5,-0.1538449735455295,0.7502022384534287,0.4,0.01,0.75,2.5,holdout,0.012254755679826035,0.10347591307479975,-0.0035880708457128874,-0.09122115739497372,0.015842826525538922,0.2,0.6,-0.20963535765956232,0.7994736934621156,0.0017703551539122453
tilt_0.4_turnover_0.0_equity_0.75_gamma_2.5,0.4,0.0,0.75,2.5,train,0.15259803215977463,0.08511971475667113,0.14328577596307102,0.0674783174031035,0.009312256196703617,0.6666666666666666,0.6666666666666666,-0.1538449591599138,0.7502022506607,0.4,0.0,0.75,2.5,holdout,0.01539873304168915,0.10347591307479975,-0.0035880708457128874,-0.0880771800331106,0.018986803887402037,0.4,0.8,-0.20967787751187572,0.8584301038519614,0.001770348533737115
tilt_0.25_turnover_0.03_equity_0.55_gamma_1.0,0.25,0.03,0.55,1.0,train,0.15356235402290053,0.08511971475667113,0.15934172668831614,0.0684426392662294,-0.005779372665415616,0.6666666666666666,0.5,-0.10698150870933187,0.6285945043970674,0.25,0.03,0.55,1.0,holdout,0.018829433390240347,0.10347591307479975,0.018827008558778946,-0.0846464796845594,2.4248314614006006e-06,0.2,0.4,-0.15033766399581205,0.7362890074283234,-0.00019618383889295765
tilt_0.25_turnover_0.03_equity_0.55_gamma_5.0,0.25,0.03,0.55,5.0,train,0.15397403690476197,0.08511971475667113,0.1591848378751184,0.06885432214809084,-0.005210800970356422,0.6666666666666666,0.3333333333333333,-0.08723519269079416,0.6452152392458217,0.25,0.03,0.55,5.0,holdout,0.033487179613121754,0.10347591307479975,0.03728225316578615,-0.069988733461678,-0.0037950735526643964,0.2,0.6,-0.14220654826465706,0.7736393107369797,-0.000878002746847753
tilt_0.0_turnover_0.0_equity_0.55_gamma_2.5,0.0,0.0,0.55,2.5,train,0.1497523824925111,0.08511971475667113,0.1497523824925111,0.06463266773583998,0.0,0.6666666666666666,0.0,-0.0797988020970678,0.6603091313930548,0.0,0.0,0.55,2.5,holdout,0.01808553285761172,0.10347591307479975,0.01808553285761172,-0.08539038021718803,0.0,0.2,0.0,-0.15033766771348045,0.7731355943013252,-0.0013982454034655034
tilt_0.0_turnover_0.01_equity_0.55_gamma_2.5,0.0,0.01,0.55,2.5,train,0.14975235310997403,0.08511971475667113,0.1497523824925111,0.06463263835330291,-2.938253707007732e-08,0.6666666666666666,0.16666666666666666,-0.07979880959268704,0.6603092245121283,0.0,0.01,0.55,2.5,holdout,0.018085531837502833,0.10347591307479975,0.01808553285761172,-0.08539038123729692,-1.0201088862515917e-09,0.2,0.2,-0.1503376669299008,0.7731355415373745,-0.001398313480446986
tilt_0.4_turnover_0.01_equity_1.0_gamma_2.5,0.4,0.01,1.0,2.5,train,0.16535746278878394,0.08511971475667113,0.15006098636085863,0.08023774803211281,0.01529647642792531,0.6666666666666666,0.8333333333333334,-0.11757969985638006,0.9719886736713669,0.4,0.01,1.0,2.5,holdout,0.009876609159485072,0.10347591307479975,-0.0014333929003816914,-0.09359930391531468,0.011310002059866764,0.2,0.4,-0.2117385393979031,0.9735812312483606,-0.0016646429070985708
tilt_0.4_turnover_0.03_equity_1.0_gamma_2.5,0.4,0.03,1.0,2.5,train,0.16535738009124046,0.08511971475667113,0.15006098636085863,0.08023766533456933,0.01529639373038183,0.6666666666666666,0.6666666666666666,-0.1175797384899111,0.9719886064672784,0.4,0.03,1.0,2.5,holdout,0.011959576656262794,0.10347591307479975,-0.0014333929003816914,-0.09151633641853696,0.013392969556644485,0.2,0.6,-0.21162192577701266,0.8644755875564624,-0.001664801581776676
tilt_0.4_turnover_0.0_equity_1.0_gamma_2.5,0.4,0.0,1.0,2.5,train,0.1653573415051497,0.08511971475667113,0.15006098636085863,0.08023762674847856,0.015296355144291063,0.6666666666666666,0.8333333333333334,-0.1175797002104626,0.9719887298024338,0.4,0.0,1.0,2.5,holdout,0.008108122012355112,0.10347591307479975,-0.0014333929003816914,-0.09536779106244464,0.009541514912736804,0.4,0.6,-0.21178668862242545,1.0547358882291373,-0.0016648910874737521
tilt_0.25_turnover_0.0_equity_0.75_gamma_2.5,0.25,0.0,0.75,2.5,train,0.15057680416065167,0.08511971475667113,0.14328577596307102,0.06545708940398054,0.007291028197580651,0.6666666666666666,0.6666666666666666,-0.15384495959942146,0.7516754765575347,0.25,0.0,0.75,2.5,holdout,0.0045491671303616865,0.10347591307479975,-0.0035880708457128874,-0.09892674594443807,0.008137237976074574,0.4,0.8,-0.20973093278579702,0.8979895645176377,-0.0024194300541922897
tilt_0.25_turnover_0.01_equity_0.75_gamma_2.5,0.25,0.01,0.75,2.5,train,0.15057677786777024,0.08511971475667113,0.14328577596307102,0.06545706311109911,0.007291001904699224,0.6666666666666666,0.5,-0.15384497364589478,0.7516754995200308,0.25,0.01,0.75,2.5,holdout,0.004678419188760996,0.10347591307479975,-0.0035880708457128874,-0.09879749388603876,0.008266490034473883,0.4,0.6,-0.20972213562736652,0.8694750938832861,-0.002419484936204752
tilt_0.25_turnover_0.03_equity_0.75_gamma_2.5,0.25,0.03,0.75,2.5,train,0.15057675327653897,0.08511971475667113,0.14328577596307102,0.06545703851986784,0.00729097731346795,0.6666666666666666,0.5,-0.15384497237737815,0.75167555105195,0.25,0.03,0.75,2.5,holdout,0.003133122425388546,0.10347591307479975,-0.0035880708457128874,-0.1003427906494112,0.006721193271101433,0.2,0.6,-0.2096335860917551,0.7818734415311657,-0.002419539271859228
tilt_0.25_turnover_0.06_equity_0.75_gamma_2.5,0.25,0.06,0.75,2.5,train,0.1505767108021192,0.08511971475667113,0.14328577596307102,0.06545699604544808,0.007290934839048191,0.6666666666666666,0.5,-0.15384497371780848,0.7516756492025127,0.25,0.06,0.75,2.5,holdout,0.008414985341502534,0.10347591307479975,-0.0035880708457128874,-0.09506092773329722,0.012003056187215422,0.4,0.8,-0.18028083846352705,0.7286997940083466,-0.002419634035755014
tilt_0.0_turnover_0.03_equity_0.55_gamma_5.0,0.0,0.03,0.55,5.0,train,0.1524940075122796,0.08511971475667113,0.1591848378751184,0.06737429275560847,-0.0066908303628387955,0.6666666666666666,0.5,-0.11121094681074906,0.6373216663516674,0.0,0.03,0.55,5.0,holdout,0.041617349754479394,0.10347591307479975,0.03728225316578615,-0.06185856332032036,0.0043350965886932435,0.4,0.6,-0.1301290774090167,0.7475845033449302,-0.003048704242397074
tilt_0.1_turnover_0.03_equity_0.55_gamma_5.0,0.1,0.03,0.55,5.0,train,0.15209110970995132,0.08511971475667113,0.1591848378751184,0.0669713949532802,-0.007093728165167068,0.6666666666666666,0.3333333333333333,-0.1016474660452138,0.6402347517422519,0.1,0.03,0.55,5.0,holdout,0.03780966002160446,0.10347591307479975,0.03728225316578615,-0.06566625305319529,0.0005274068558183131,0.4,0.6,-0.13748201953619044,0.7559528414196346,-0.00414580838611206
tilt_0.0_turnover_0.0_equity_0.75_gamma_1.0,0.0,0.0,0.75,1.0,train,0.15259803743902345,0.08511971475667113,0.15259803743902345,0.06747832268235232,0.0,0.6666666666666666,0.0,-0.1538449576852724,0.7502022482488905,0.0,0.0,0.75,1.0,holdout,-0.003262475816894317,0.10347591307479975,-0.003262475816894317,-0.10673838889169407,0.0,0.2,0.0,-0.20973092903018686,0.8009564360921526,-0.0075419021425367355
tilt_0.0_turnover_0.03_equity_0.75_gamma_1.0,0.0,0.03,0.75,1.0,train,0.15259803423357488,0.08511971475667113,0.15259803743902345,0.06747831947690375,-3.2054485732402327e-09,0.6666666666666666,0.16666666666666666,-0.15384497229137195,0.7502022381675122,0.0,0.03,0.75,1.0,holdout,-0.005610168851177266,0.10347591307479975,-0.003262475816894317,-0.10908608192597702,-0.0023476930342829494,0.0,0.4,-0.20963354308285964,0.7588230828938135,-0.007541907545296045
tilt_0.0_turnover_0.06_equity_0.75_gamma_1.0,0.0,0.06,0.75,1.0,train,0.15259803249422021,0.08511971475667113,0.15259803743902345,0.06747831773754909,-4.944803233541961e-09,0.6666666666666666,0.16666666666666666,-0.15384497381811413,0.7502022359711051,0.0,0.06,0.75,1.0,holdout,-0.0006238234379333241,0.10347591307479975,-0.003262475816894317,-0.10409973651273308,0.002638652378960993,0.2,0.6,-0.18028084138450362,0.7286997847593074,-0.007541910804364671
tilt_0.0_turnover_0.01_equity_0.75_gamma_1.0,0.0,0.01,0.75,1.0,train,0.1525980266296385,0.08511971475667113,0.15259803743902345,0.06747831187296738,-1.0809384942689348e-08,0.6666666666666666,0.3333333333333333,-0.15384497367688754,0.7502022419828651,0.0,0.01,0.75,1.0,holdout,-0.0038636240372407205,0.10347591307479975,-0.003262475816894317,-0.10733953711204047,-0.0006011482203464036,0.2,0.6,-0.20970593939419868,0.7900684024819862,-0.007541923134704087
tilt_0.1_turnover_0.03_equity_0.55_gamma_2.5,0.1,0.03,0.55,2.5,train,0.14525480558870774,0.08511971475667113,0.1497523824925111,0.06013509083203661,-0.004497576903803369,0.6666666666666666,0.5,-0.12087368455915148,0.6369628336817008,0.1,0.03,0.55,2.5,holdout,0.01911251132182956,0.10347591307479975,0.01808553285761172,-0.08436340175297019,0.0010269784642178426,0.2,0.8,-0.1469166348535782,0.7465163495939473,-0.008058769439936844
