year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.03275658123252373,1.0,0.1313058205754336,-0.03275658090419059
2016,0.23685703444145034,0.5741254417354371,0.1388153105977607,0.23685703069838665
2017,0.25560188027806185,0.551871730292077,0.0948561467820097,0.2556018802264029
2018,0.3641672762512188,0.5336611892954266,0.0636703731928327,0.36416727608542465
2019,0.2876894084747921,0.5652394815614742,0.0591568100614796,0.2876894081976859
2020,-0.17520074221891563,0.41722514606772504,0.027325854367195,-0.07979877085122129
2021,-0.02864923170818966,0.699691531378825,0.0437955007062886,-0.02870110446429955
2022,0.014892504205783311,0.6289128856796009,0.1229491554605441,0.014892504252423064
2023,0.1497904883685479,0.7804920596914472,0.129326575852571,0.14979048895757444
2024,-0.10935315992257458,0.6750846358440363,0.08222592706285,-0.15033766437273657
2025,0.14021689725796196,0.6310562676778011,0.142092534740571,0.1398933711921147
