year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.03624948844261572,1.0,0.1313058205754336,-0.03624948844261572
2016,0.17690474470854484,0.5881328357321844,0.1388153105977607,0.17690474470854484
2017,0.30613903494163086,1.091604094841005,0.0948561467820097,0.30613903494163086
2018,0.39197964053019546,0.7007117477375944,0.0636703731928327,0.39197964053019546
2019,0.2798251187193265,0.6328650075769819,0.0591568100614796,0.2798251187193265
2020,-0.15384496155914823,0.5773120362073971,0.027325854367195,-0.15384496155914823
2021,-0.03221809605189745,0.8981675304841772,0.0437955007062886,-0.03221809605189745
2022,-0.013269606139834493,0.9455560715258171,0.1229491554605441,-0.013269606139834493
2023,0.1359626491074922,0.8919175205741685,0.129326575852571,0.1359626491074922
2024,-0.20555754188424682,0.9500449074246908,0.08222592706285,-0.20555754188424682
2025,0.1397040465061049,0.8163987443470246,0.142092534740571,0.1397040465061049
