year,net_return,turnover,cdi_return,reference_mvo_return
2015,0.01719620375867731,1.0,0.1313058205754336,0.0851856343761516
2016,0.18983352122843816,0.3758629508609763,0.1388153105977607,0.2845118141702993
2017,0.22147079722858787,0.7758568488519901,0.0948561467820097,0.2729222975957605
2018,0.2931394884367462,0.609758693453686,0.0636703731928327,0.3031158995107719
2019,0.1863803524962504,0.43120903476711936,0.0591568100614796,0.2172780186823916
2020,-0.045758106480378424,0.5282499604198929,0.027325854367195,0.0893245753551568
2021,0.005262539452108742,0.40113080571857984,0.0437955007062886,-0.0704665224532576
2022,0.02746863639490497,0.6147165839689176,0.1229491554605441,0.1116977063511322
2023,0.1345136344348648,0.5876729197465933,0.129326575852571,0.2003331947054143
2024,-0.09711118243172515,0.5780060770018494,0.08222592706285,-0.0780406443555401
2025,0.1385007084899381,0.5024714416171703,0.142092534740571,0.1890928699816989
