year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.017610428237849474,1.0,0.1313058205754336,0.015197648279038857
2016,0.19061448941133677,0.5144880905392024,0.1388153105977607,0.14873025405791668
2017,0.31833275578185044,1.0582781209966279,0.0948561467820097,0.31813039505812857
2018,0.3919807650793044,0.6998256111411939,0.0636703731928327,0.39198076303977974
2019,0.279825118293428,0.6328651355680166,0.0591568100614796,0.2798251183453939
2020,-0.15384497252214593,0.5773120202908539,0.027325854367195,-0.15384496470687428
2021,0.003328200387049474,0.9464662013387063,0.0437955007062886,0.05898165323727778
2022,-0.03611329881886826,0.7559276514790955,0.1229491554605441,-0.02863687303573641
2023,0.1359668979607131,0.8890754057852825,0.129326575852571,0.13595016240615274
2024,-0.185098456957953,0.8738866098824346,0.08222592706285,-0.14777260448973903
2025,0.162014830633861,0.7632950026947329,0.142092534740571,0.13988532811906865
