year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.05654389975682933,1.0,0.1313058205754336,-0.03624948856007287
2016,0.23671095941498438,0.6715096541578867,0.1388153105977607,0.1769047486162332
2017,0.29834637440289385,1.4478313189992904,0.0948561467820097,0.2981404167335867
2018,0.4639503110926768,1.0453849404995919,0.0636703731928327,0.3914624803215542
2019,0.2798895745200367,0.5898943275563269,0.0591568100614796,0.2798251247013356
2020,-0.11757973848991107,1.0773113975905744,0.027325854367195,-0.11757970888821175
2021,-0.026165111781775736,0.8257969288017041,0.0437955007062886,-0.03264951569718409
2022,0.001057138884165143,0.8926583415722611,0.1229491554605441,-0.0020250972378801587
2023,0.10655933011123701,0.6589365315236828,0.129326575852571,0.13586623192292419
2024,-0.2116219257770127,0.8085801935587636,0.08222592706285,-0.205557541962622
2025,0.24785000524175765,1.1364059423258994,0.142092534740571,0.13970403468742812
