year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.03275658096379891,1.0,0.1313058205754336,-0.03275644758833235
2016,0.23685701124789416,0.57412544113681,0.1388153105977607,0.17692574991260074
2017,0.25560188046207016,0.5518717803905359,0.0948561467820097,0.25539228583008283
2018,0.36416727641921287,0.5336611893472278,0.0636703731928327,0.36416727611243455
2019,0.2876894083349169,0.565239480395987,0.0591568100614796,0.2876894082860044
2020,-0.09218579409535978,0.5742517241574501,0.027325854367195,-0.07979880209706783
2021,-0.0306642190686219,0.730180312944967,0.0437955007062886,-0.03209001812484915
2022,0.014802206201381328,0.6891115390653018,0.1229491554605441,0.014747543245716595
2023,0.14979048832114075,0.7804920606318569,0.129326575852571,0.14979048879361273
2024,-0.15033766635734114,0.8550846213040131,0.08222592706285,-0.15033766771348042
2025,0.13989086952105778,0.6918048726901209,0.142092534740571,0.1398908727276089
