year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.032756581086965386,1.0,0.1313058205754336,-0.03275644758833235
2016,0.23685703603795102,0.5741254415015834,0.1388153105977607,0.17692574991260074
2017,0.25560188027238334,0.5518717252957372,0.0948561467820097,0.25539228583008283
2018,0.3641672763621465,0.5336611893585104,0.0636703731928327,0.36416727611243455
2019,0.28768940844384644,0.5652394811602734,0.0591568100614796,0.2876894082860044
2020,-0.1752007526362154,0.4172251357397319,0.027325854367195,-0.07979880209706783
2021,-0.028649228224923457,0.6996915233442333,0.0437955007062886,-0.03209001812484915
2022,0.014892504202275761,0.6289128935702674,0.1229491554605441,0.014747543245716595
2023,0.14979048833015068,0.7804920603639018,0.129326575852571,0.14979048879361273
2024,-0.115405994382425,0.7013789227975442,0.08222592706285,-0.15033766771348042
2025,0.13993299567054135,0.663724078465595,0.142092534740571,0.1398908727276089
