year,net_return,turnover,cdi_return,reference_mvo_return
2015,0.017196204119226233,1.0,0.1313058205754336,0.0851856343761516
2016,0.1928696421386485,0.3758629541484195,0.1388153105977607,0.2845118141702993
2017,0.2214819791341561,0.7684022534936041,0.0948561467820097,0.2729222975957605
2018,0.30157764083585664,0.5086909540290165,0.0636703731928327,0.3031158995107719
2019,0.19731948759810056,0.4537573940847609,0.0591568100614796,0.2172780186823916
2020,-0.0617505913860214,0.33297801078335654,0.027325854367195,0.0893245753551568
2021,0.005364219354231194,0.3333447265486742,0.0437955007062886,-0.0704665224532576
2022,0.029226469599939405,0.31918106231861654,0.1229491554605441,0.1116977063511322
2023,0.13457418790030662,0.5473029862116079,0.129326575852571,0.2003331947054143
2024,-0.09241092546043284,0.5619143438467468,0.08222592706285,-0.0780406443555401
2025,0.16413166031404827,0.49493335218455936,0.142092534740571,0.1890928699816989
