year,net_return,turnover,cdi_return,reference_mvo_return
2015,0.01719620574136288,1.0,0.1313058205754336,0.0851856343761516
2016,0.18983389351822347,0.37586295342020754,0.1388153105977607,0.2845118141702993
2017,0.2214707984968813,0.7758559173936932,0.0948561467820097,0.2729222975957605
2018,0.2835233983739015,0.5086909495854219,0.0636703731928327,0.3031158995107719
2019,0.197524392333343,0.4358232657319641,0.0591568100614796,0.2172780186823916
2020,-0.06174877816935699,0.3317691526350797,0.027325854367195,0.0893245753551568
2021,0.005364219459994072,0.33334472538210236,0.0437955007062886,-0.0704665224532576
2022,0.029226474652890314,0.3191810151294274,0.1229491554605441,0.1116977063511322
2023,0.13457418981327726,0.5473030090422525,0.129326575852571,0.2003331947054143
2024,-0.04123063316932922,0.390948519625428,0.08222592706285,-0.0780406443555401
2025,0.1386259357194612,0.4189867546548589,0.142092534740571,0.1890928699816989
