year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.08471194901114648,1.0,0.1313058205754336,0.0851856343761516
2016,0.1926940139949097,0.492946658476359,0.1388153105977607,0.2845118141702993
2017,0.2214819790771703,0.7684022680240807,0.0948561467820097,0.2729222975957605
2018,0.3035217463399554,0.5086909484734792,0.0636703731928327,0.3031158995107719
2019,0.1972891584446942,0.46140482258165627,0.0591568100614796,0.2172780186823916
2020,-0.045645390481107086,0.4531060915833565,0.027325854367195,0.0893245753551568
2021,0.005262540250292802,0.40113074160654083,0.0437955007062886,-0.0704665224532576
2022,0.011641312924878945,0.6591806926048949,0.1229491554605441,0.1116977063511322
2023,0.11999374842000447,0.38723725477630777,0.129326575852571,0.2003331947054143
2024,-0.09459210885967022,0.45223228432651036,0.08222592706285,-0.0780406443555401
2025,0.2240805059025456,0.500940863443667,0.142092534740571,0.1890928699816989
