year,net_return,turnover,cdi_return,reference_mvo_return
2015,0.017196210835772885,1.0,0.1313058205754336,0.0851856343761516
2016,0.18983331472629358,0.37586293789644004,0.1388153105977607,0.2845118141702993
2017,0.22147079642792336,0.7758573606314132,0.0948561467820097,0.2729222975957605
2018,0.29313946591095896,0.6097586774251734,0.0636703731928327,0.3031158995107719
2019,0.18638035252130677,0.43120904353302597,0.0591568100614796,0.2172780186823916
2020,-0.05126386175272033,0.4864551137932891,0.027325854367195,0.0893245753551568
2021,0.0052975471728408325,0.37779291925712516,0.0437955007062886,-0.0704665224532576
2022,0.05463337317528905,0.5388910256899695,0.1229491554605441,0.1116977063511322
2023,0.12178895514110827,0.41016604877737745,0.129326575852571,0.2003331947054143
2024,-0.09701644342630313,0.5148468124130655,0.08222592706285,-0.0780406443555401
2025,0.13850070899762915,0.5024714411751179,0.142092534740571,0.1890928699816989
