year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.10211939040668377,1.0,0.1313058205754336,-0.03624948844261572
2016,0.236632141122199,0.7240547720456612,0.1388153105977607,0.17690474470854484
2017,0.27900165380294784,0.951871720902718,0.0948561467820097,0.30613903494163086
2018,0.450733504210505,0.7027629988052746,0.0636703731928327,0.39197964053019546
2019,0.2798777805502727,0.5977572319392752,0.0591568100614796,0.2798251187193265
2020,-0.1538449590490463,0.5773120397197578,0.027325854367195,-0.15384496155914823
2021,-0.026796502532324917,0.6075118724369866,0.0437955007062886,-0.03221809605189745
2022,-0.013035811066762458,0.7896941561237831,0.1229491554605441,-0.013269606139834493
2023,0.15131022627901775,0.8519238691500398,0.129326575852571,0.1359626491074922
2024,-0.20943922188138164,0.7555726794603681,0.08222592706285,-0.20555754188424682
2025,0.2816314318528334,0.8719937678513893,0.142092534740571,0.1397040465061049
