year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.056543568769271524,1.0,0.1313058205754336,-0.03624948844261572
2016,0.2367109454890692,0.6715094628687467,0.1388153105977607,0.17690474470854484
2017,0.27900164372915043,0.9518717635449463,0.0948561467820097,0.30613903494163086
2018,0.4507335030677073,0.7027630048521571,0.0636703731928327,0.39197964053019546
2019,0.27987778043436395,0.5977572326162824,0.0591568100614796,0.2798251187193265
2020,-0.15384495915991384,0.5773120400820674,0.027325854367195,-0.15384496155914823
2021,-0.029230633485730014,0.7484312837048281,0.0437955007062886,-0.03221809605189745
2022,-0.013148971310562557,0.865134430074799,0.1229491554605441,-0.013269606139834493
2023,0.1421178005580891,0.8919166344287768,0.129326575852571,0.1359626491074922
2024,-0.20967787751187572,0.9146743859582609,0.08222592706285,-0.20555754188424682
2025,0.2482465814426899,0.8719937850931423,0.142092534740571,0.1397040465061049
