year,net_return,turnover,cdi_return,reference_mvo_return
2015,-0.1021194319833309,1.0,0.1313058205754336,-0.03624948856007287
2016,0.2366321419357836,0.7240548460595896,0.1388153105977607,0.1769047486162332
2017,0.2983463744496184,1.4478313172867696,0.0948561467820097,0.2981404167335867
2018,0.4863032105174435,1.0229731087369403,0.0636703731928327,0.3914624803215542
2019,0.2800061060881799,0.5802271552430924,0.0591568100614796,0.2798251247013356
2020,-0.13202673335634915,0.877025044448291,0.027325854367195,-0.11757970888821175
2021,-0.026024037795721475,0.731747877582558,0.0437955007062886,-0.03264951569718409
2022,-0.0034862952783032033,0.8469257785418518,0.1229491554605441,-0.0020250972378801587
2023,0.11175729682974944,0.6871157657620466,0.129326575852571,0.13586623192292419
2024,-0.2116594032215044,0.8335656328543114,0.08222592706285,-0.205557541962622
2025,0.28123480073399265,1.1364060012177961,0.142092534740571,0.13970403468742812
